Horizonte,Accuracy,Precision,Recall,F1-Score,AUC-ROC
3 dias,0.7041420118343196,0.7084769274118387,0.7041420118343196,0.7038311495603994,0.7786195286195287
7 dias,0.8402366863905325,0.8402731608973392,0.8402366863905325,0.8402254973080931,0.8919467787114845
15 dias,0.8875739644970414,0.8892070276427023,0.8875739644970414,0.8876133334908093,0.9466891133557801
30 dias,0.8875739644970414,0.8885168086351519,0.8875739644970414,0.8877646180813603,0.9639716312056736
