Horizonte,R2,MAE,RMSE
3 dias,0.9899971457181329,0.3827378972108328,0.5320527567231643
7 dias,0.9802473386897114,0.5638492640094933,0.7478927469000766
15 dias,0.9658025015515306,0.7285431680787572,0.977387518487153
30 dias,0.9322693784468765,1.008651713045789,1.3624624436951214
