Date,Close,High,Low,Open,Volume,agro_soja_close_lag_1d,agro_soja_close_lag_3d,agro_soja_close_lag_6d,agro_soja_close_lag_10d,agro_cambio_close_lag_1d,agro_cambio_close_lag_3d,agro_cambio_close_lag_6d,agro_cambio_close_lag_10d,target_3d,target_7d,target_15d,target_30d,Open_lag2d,Open_lag4d,Open_lag6d,High_lag2d,High_lag4d,High_lag6d,Low_lag2d,Low_lag4d,Low_lag6d,Close_lag2d,Close_lag4d,Close_lag6d
2018-02-08,3.534336566925049,3.871629055489277,3.4953755164086817,3.587768798713701,2552616,983.0,969.75,995.75,992.25,3.2334,3.2154,3.1795,3.1451,1,1,1,1,3.473110974331756,3.528769912194623,3.562165643248711,3.5732973248239626,3.6011268367593936,3.5844291351655926,3.3506619038516208,3.528769912194623,3.487582598499776,3.5688443183898926,3.5844290256500244,3.4942619800567627
2018-02-09,3.5744104385375977,3.6478802956467513,3.5187515804411698,3.5187515804411698,1287924,987.75,986.25,985.0,985.5,3.2699,3.2611,3.1847,3.1469,1,1,1,1,3.5621656225744904,3.582203016158129,3.5142989701573826,3.59110823897121,3.58554232181139,3.5744103190890377,3.537675499007968,3.493149042129517,3.504280283547525,3.575523614883423,3.4931490421295166,3.536562204360962
2018-02-14,3.751405477523804,3.831554460003274,3.601126970329612,3.601126970329612,4186116,1011.75,983.0,986.25,995.75,3.294,3.2846,3.2611,3.1795,0,1,1,1,3.587768798713701,3.473110974331756,3.528769912194623,3.871629055489277,3.5732973248239626,3.6011268367593936,3.4953755164086817,3.3506619038516208,3.528769912194623,3.534336566925049,3.5688443183898926,3.5844290256500244
2018-02-15,3.7291417121887207,3.812630250895867,3.721349400619678,3.807064057151682,8115228,1017.25,1001.75,983.0,985.0,3.2942,3.2908,3.2334,3.1847,0,1,1,1,3.5187515804411698,3.5621656225744904,3.582203016158129,3.6478802956467513,3.59110823897121,3.58554232181139,3.5187515804411698,3.537675499007968,3.493149042129517,3.5744104385375977,3.575523614883423,3.4931490421295166
2018-02-16,3.7046520709991455,3.771442798607443,3.682388323856945,3.75140516927031,1686256,1024.25,1011.75,987.75,978.75,3.2162,3.294,3.2699,3.1637,0,1,1,1,3.601126970329612,3.587768798713701,3.473110974331756,3.831554460003274,3.871629055489277,3.5732973248239626,3.601126970329612,3.4953755164086817,3.3506619038516208,3.751405477523804,3.534336566925049,3.5688443183898926
2018-02-20,3.7402734756469727,3.773668838763964,3.695746753006228,3.706878369439128,897336,1021.5,1017.25,983.0,969.75,3.2282,3.2162,3.2908,3.2611,1,1,1,1,3.807064057151682,3.5187515804411698,3.5621656225744904,3.812630250895867,3.6478802956467513,3.59110823897121,3.721349400619678,3.5187515804411698,3.537675499007968,3.7291417121887207,3.5744104385375977,3.575523614883423
2018-02-21,3.6779356002807617,3.7892530444527694,3.677935600280762,3.7413862480133,1346972,1026.5,1024.25,1001.75,986.25,3.2331,3.2264,3.294,3.2334,1,1,1,1,3.75140516927031,3.601126970329612,3.587768798713701,3.771442798607443,3.831554460003274,3.871629055489277,3.682388323856945,3.601126970329612,3.4953755164086817,3.7046520709991455,3.751405477523804,3.534336566925049
2018-02-22,3.6979730129241934,3.799271779685241,3.623389972483632,3.7024255055230304,1547832,1034.25,1021.5,1011.75,983.0,3.2543,3.2282,3.2942,3.2699,1,1,1,1,3.706878369439128,3.807064057151682,3.5187515804411698,3.773668838763964,3.812630250895867,3.6478802956467513,3.695746753006228,3.721349400619678,3.5187515804411698,3.7402734756469727,3.7291417121887207,3.5744104385375977
2018-02-23,3.749178647994995,3.7736687688940593,3.6757093129343694,3.706878300805856,2610212,1032.0,1026.5,1017.25,987.75,3.2676,3.2331,3.2162,3.2846,1,1,1,1,3.7413862480133,3.75140516927031,3.601126970329612,3.7892530444527694,3.771442798607443,3.831554460003274,3.677935600280762,3.682388323856945,3.601126970329612,3.6779356002807617,3.7046520709991455,3.751405477523804
2018-02-26,3.951777458190918,3.9684752700814063,3.750292326409921,3.750292326409921,2423872,1036.25,1034.25,1024.25,983.0,3.2487,3.2543,3.2264,3.2908,0,0,1,1,3.7024255055230304,3.706878369439128,3.807064057151682,3.799271779685241,3.773668838763964,3.812630250895867,3.623389972483632,3.695746753006228,3.721349400619678,3.6979730129241934,3.7402734756469727,3.7291417121887207
2018-02-27,3.893892288208008,4.015228695639145,3.8571573583535246,3.984059960082276,1683352,1034.25,1032.0,1021.5,1001.75,3.2372,3.2676,3.2282,3.294,0,1,1,1,3.706878300805856,3.7413862480133,3.75140516927031,3.7736687688940593,3.7892530444527694,3.771442798607443,3.6757093129343694,3.677935600280762,3.682388323856945,3.749178647994995,3.6779356002807617,3.7046520709991455
2018-02-28,3.864948987960816,3.9406449523444143,3.812629956479144,3.931739711005196,1487332,1038.0,1036.25,1026.5,1011.75,3.2225,3.2487,3.2331,3.2942,1,1,1,1,3.750292326409921,3.7024255055230304,3.706878369439128,3.9684752700814063,3.799271779685241,3.773668838763964,3.750292326409921,3.623389972483632,3.695746753006228,3.951777458190918,3.6979730129241934,3.7402734756469727
2018-03-01,3.8304407596588135,3.9194947100113775,3.819308373591938,3.8849859060406207,1033824,1045.0,1034.25,1034.25,1017.25,3.2485,3.2372,3.2543,3.2162,1,1,1,1,3.984059960082276,3.706878300805856,3.7413862480133,4.015228695639145,3.7736687688940593,3.7892530444527694,3.8571573583535246,3.6757093129343694,3.677935600280762,3.893892288208008,3.749178647994995,3.6779356002807617
2018-03-02,3.854930877685547,3.89277899397982,3.8148566434061273,3.83378083000785,978648,1057.5,1038.0,1032.0,1024.25,3.2448,3.2225,3.2676,3.2264,1,1,1,1,3.931739711005196,3.750292326409921,3.7024255055230304,3.9406449523444143,3.9684752700814063,3.799271779685241,3.812629956479144,3.750292326409921,3.623389972483632,3.864948987960816,3.951777458190918,3.6979730129241934
2018-03-05,3.951777458190918,3.964022777153119,3.868289426375179,3.878308113509472,1145628,1060.75,1045.0,1036.25,1021.5,3.25,3.2485,3.2487,3.2282,0,1,0,1,3.8849859060406207,3.984059960082276,3.706878300805856,3.9194947100113775,4.015228695639145,3.7736687688940593,3.819308373591938,3.8571573583535246,3.6757093129343694,3.8304407596588135,3.893892288208008,3.749178647994995
2018-03-06,3.949550628662109,4.007435856067948,3.93285281869361,4.001869662502635,1490236,1066.75,1057.5,1034.25,1026.5,3.2496,3.2448,3.2372,3.2331,0,1,0,1,3.83378083000785,3.931739711005196,3.750292326409921,3.89277899397982,3.9406449523444143,3.9684752700814063,3.8148566434061273,3.812629956479144,3.750292326409921,3.854930877685547,3.864948987960816,3.951777458190918
2018-03-07,3.896118402481079,3.9640228385542113,3.871628791814047,3.941758832112857,2680392,1064.5,1060.75,1038.0,1034.25,3.241,3.25,3.2225,3.2543,1,1,1,1,3.878308113509472,3.8849859060406207,3.984059960082276,3.964022777153119,3.9194947100113775,4.015228695639145,3.868289426375179,3.819308373591938,3.8571573583535246,3.951777458190918,3.8304407596588135,3.893892288208008
2018-03-08,3.896118402481079,3.937306339115602,3.839346868810754,3.896118402481079,11959156,1055.0,1066.75,1045.0,1032.0,3.208,3.2496,3.2485,3.2676,1,1,0,1,4.001869662502635,3.83378083000785,3.931739711005196,4.007435856067948,3.89277899397982,3.9406449523444143,3.93285281869361,3.8148566434061273,3.812629956479144,3.949550628662109,3.854930877685547,3.864948987960816
2018-03-09,3.898345232009888,3.9540035773577697,3.869402614967079,3.896118343272152,8084736,1053.75,1064.5,1057.5,1036.25,3.2429,3.241,3.2448,3.2487,1,1,0,1,3.941758832112857,3.878308113509472,3.8849859060406207,3.9640228385542113,3.964022777153119,3.9194947100113775,3.871628791814047,3.868289426375179,3.819308373591938,3.896118402481079,3.951777458190918,3.8304407596588135
2018-03-12,3.962908983230591,3.990738412154968,3.9016844451243,3.9016844451243,2206556,1029.25,1055.0,1060.75,1034.25,3.2661,3.208,3.25,3.2372,1,1,0,1,3.896118402481079,4.001869662502635,3.83378083000785,3.937306339115602,4.007435856067948,3.89277899397982,3.839346868810754,3.93285281869361,3.8148566434061273,3.896118402481079,3.949550628662109,3.854930877685547
2018-03-13,3.985172271728516,3.999643191939773,3.9651351584429415,3.9651351584429415,808280,1033.25,1053.75,1066.75,1038.0,3.2561,3.2429,3.2496,3.2225,0,1,0,1,3.896118343272152,3.941758832112857,3.878308113509472,3.9540035773577697,3.9640228385542113,3.964022777153119,3.869402614967079,3.871628791814047,3.868289426375179,3.898345232009888,3.896118402481079,3.951777458190918
2018-03-14,4.007436275482178,4.073113821080396,3.9640227357479008,3.999643963348009,818444,1040.5,1029.25,1064.5,1045.0,3.2603,3.2661,3.241,3.2485,0,1,1,1,3.9016844451243,3.896118402481079,4.001869662502635,3.990738412154968,3.937306339115602,4.007435856067948,3.9016844451243,3.839346868810754,3.93285281869361,3.962908983230591,3.896118402481079,3.949550628662109
2018-03-15,3.987399101257324,4.055302763869888,3.952890290871386,3.995191413279956,997040,1028.5,1033.25,1055.0,1057.5,3.2587,3.2561,3.208,3.2448,1,0,1,1,3.9651351584429415,3.896118343272152,3.941758832112857,3.999643191939773,3.9540035773577697,3.9640228385542113,3.9651351584429415,3.869402614967079,3.871628791814047,3.985172271728516,3.898345232009888,3.896118402481079
2018-03-16,3.985172271728516,4.039717418510921,3.958455778135585,3.987398389285469,760848,1040.75,1040.5,1053.75,1060.75,3.2585,3.2603,3.2429,3.25,1,0,1,1,3.999643963348009,3.9016844451243,3.896118402481079,4.073113821080396,3.990738412154968,3.937306339115602,3.9640227357479008,3.9016844451243,3.839346868810754,4.007436275482178,3.962908983230591,3.896118402481079
2018-03-19,3.985172271728516,4.015227813202316,3.9306263542187394,4.015227813202316,955416,1049.5,1028.5,1029.25,1066.75,3.2821,3.2587,3.2661,3.2496,1,0,1,1,3.995191413279956,3.9651351584429415,3.896118343272152,4.055302763869888,3.999643191939773,3.9540035773577697,3.952890290871386,3.9651351584429415,3.869402614967079,3.987399101257324,3.985172271728516,3.898345232009888
2018-03-20,4.186657428741455,4.195562927293048,3.9562299659012674,3.9562299659012674,2288352,1022.5,1040.75,1033.25,1064.5,3.2801,3.2585,3.2561,3.241,0,0,1,1,3.987398389285469,3.999643963348009,3.9016844451243,4.039717418510921,4.073113821080396,3.990738412154968,3.958455778135585,3.9640227357479008,3.9016844451243,3.985172271728516,4.007436275482178,3.962908983230591
2018-03-21,4.191110134124756,4.253448370245159,4.097603165307887,4.186657641531801,1626724,1028.25,1049.5,1040.5,1055.0,3.2841,3.2821,3.2603,3.208,0,0,1,1,4.015227813202316,3.995191413279956,3.9651351584429415,4.015227813202316,4.055302763869888,3.999643191939773,3.9306263542187394,3.952890290871386,3.9651351584429415,3.985172271728516,3.987399101257324,3.985172271728516
2018-03-22,4.100943088531494,4.252334777085417,4.085358464878164,4.191110240603395,506264,1029.75,1022.5,1028.5,1053.75,3.3087,3.2801,3.2587,3.2429,0,0,1,1,3.9562299659012674,3.987398389285469,3.999643963348009,4.195562927293048,4.039717418510921,4.073113821080396,3.9562299659012674,3.958455778135585,3.9640227357479008,4.186657428741455,3.985172271728516,4.007436275482178
2018-03-23,4.085358619689941,4.16105459528993,4.058642377895288,4.0875847376727545,536272,1029.75,1028.25,1040.75,1029.25,3.2727,3.2841,3.2585,3.2661,0,0,1,1,4.186657641531801,4.015227813202316,3.995191413279956,4.253448370245159,4.015227813202316,4.055302763869888,4.097603165307887,3.9306263542187394,3.952890290871386,4.191110134124756,3.985172271728516,3.987399101257324
2018-03-26,3.7547450065612793,4.133224856187108,3.7402735708482777,4.118753934292413,4136264,1028.25,1029.75,1049.5,1033.25,3.3141,3.3087,3.2821,3.2561,1,1,1,1,4.191110240603395,3.9562299659012674,3.987398389285469,4.252334777085417,4.195562927293048,4.039717418510921,4.085358464878164,3.9562299659012674,3.958455778135585,4.100943088531494,4.186657428741455,3.985172271728516
2018-03-27,3.807063817977905,3.889439164142923,3.695746629725581,3.7636502841195294,2790744,1025.5,1029.75,1022.5,1040.5,3.3145,3.2727,3.2801,3.2603,0,1,1,1,4.0875847376727545,4.186657641531801,4.015227813202316,4.16105459528993,4.253448370245159,4.015227813202316,4.058642377895288,4.097603165307887,3.9306263542187394,4.085358619689941,4.191110134124756,3.985172271728516
2018-03-28,3.929513692855835,3.932852998092713,3.75919756486296,3.832667418257431,1318416,1019.5,1028.25,1028.25,1028.5,3.3103,3.3141,3.2841,3.2587,0,1,1,1,4.118753934292413,4.191110240603395,3.9562299659012674,4.133224856187108,4.252334777085417,4.195562927293048,3.7402735708482777,4.085358464878164,3.9562299659012674,3.7547450065612793,4.100943088531494,4.186657428741455
2018-03-29,3.846025943756104,3.9328535439679655,3.827101755635247,3.929514238267597,532400,1018.0,1025.5,1029.75,1040.75,3.3229,3.3145,3.3087,3.2585,0,1,1,1,3.7636502841195294,4.0875847376727545,4.186657641531801,3.889439164142923,4.16105459528993,4.253448370245159,3.695746629725581,4.058642377895288,4.097603165307887,3.807063817977905,4.085358619689941,4.191110134124756
2018-04-02,3.7770087718963614,3.8549308653107417,3.719123538648199,3.822648943265072,494648,1044.75,1019.5,1029.75,1049.5,3.3035,3.3229,3.3141,3.2801,1,1,1,1,3.832667418257431,4.118753934292413,4.191110240603395,3.932852998092713,4.133224856187108,4.252334777085417,3.75919756486296,3.7402735708482777,4.085358464878164,3.929513692855835,3.7547450065612793,4.100943088531494
2018-04-03,3.800384759902954,3.827100481155153,3.7313674125316254,3.7848001395815656,381392,1035.5,1018.0,1028.25,1022.5,3.302,3.3193,3.3145,3.2841,1,1,1,1,3.929514238267597,3.7636502841195294,4.0875847376727545,3.9328535439679655,3.889439164142923,4.16105459528993,3.827101755635247,3.695746629725581,4.058642377895288,3.846025943756104,3.807063817977905,4.085358619689941
2018-04-04,3.795932292938232,3.83378040503708,3.7202360687405394,3.83378040503708,2298516,1038.0,1044.75,1025.5,1028.25,3.3094,3.3035,3.3103,3.3087,1,1,1,1,3.822648943265072,3.832667418257431,4.118753934292413,3.8549308653107417,3.932852998092713,4.133224856187108,3.719123538648199,3.75919756486296,3.7402735708482777,3.7770087718963614,3.929513692855835,3.7547450065612793
2018-04-05,4.073113918304443,4.116527459074989,3.795932806293087,3.884986776601156,1646568,1015.25,1035.5,1019.5,1029.75,3.3394,3.302,3.3229,3.2727,1,1,1,1,3.7848001395815656,3.929514238267597,3.7636502841195294,3.827100481155153,3.9328535439679655,3.889439164142923,3.7313674125316254,3.827101755635247,3.695746629725581,3.800384759902954,3.846025943756104,3.807063817977905
2018-04-06,4.174412727355957,4.215600664235319,4.0296998959916674,4.0675477566029885,1026080,1031.25,1038.0,1018.0,1029.75,3.3277,3.3094,3.3193,3.3141,1,1,1,1,3.83378040503708,3.822648943265072,3.832667418257431,3.83378040503708,3.8549308653107417,3.932852998092713,3.7202360687405394,3.719123538648199,3.75919756486296,3.795932292938232,3.7770087718963614,3.929513692855835
2018-04-09,4.035266399383545,4.4393496588325005,4.035266399383545,4.17441331284808,1898732,1033.75,1015.25,1044.75,1028.25,3.3416,3.3394,3.3035,3.3145,1,1,1,1,3.884986776601156,3.7848001395815656,3.929514238267597,4.116527459074989,3.827100481155153,3.9328535439679655,3.795932806293087,3.7313674125316254,3.827101755635247,4.073113918304443,3.800384759902954,3.846025943756104
2018-04-10,4.196676254272461,4.204468565764424,4.060868681386863,4.07533960319649,1215808,1047.0,1031.25,1035.5,1025.5,3.3675,3.3277,3.302,3.3103,1,1,1,1,4.0675477566029885,3.83378040503708,3.822648943265072,4.215600664235319,3.83378040503708,3.8549308653107417,4.0296998959916674,3.7202360687405394,3.719123538648199,4.174412727355957,3.795932292938232,3.7770087718963614
2018-04-11,4.270146369934082,4.37812479240627,4.1588288986040105,4.196677018692674,3370092,1050.0,1033.75,1038.0,1019.5,3.421,3.3416,3.3094,3.3229,1,1,1,1,4.17441331284808,3.884986776601156,3.7848001395815656,4.4393496588325005,4.116527459074989,3.827100481155153,4.035266399383545,3.795932806293087,3.7313674125316254,4.035266399383545,4.073113918304443,3.800384759902954
2018-04-12,4.340275764465332,4.340275764465332,4.283503728022346,4.311332895704696,2000856,1047.75,1047.0,1015.25,1018.0,3.4073,3.3675,3.3394,3.3193,0,1,1,1,4.07533960319649,4.0675477566029885,3.83378040503708,4.204468565764424,4.215600664235319,3.83378040503708,4.060868681386863,4.0296998959916674,3.7202360687405394,4.196676254272461,4.174412727355957,3.795932292938232
2018-04-13,4.348067760467529,4.415971419721555,4.296861911864691,4.341389150025368,1816452,1060.75,1050.0,1031.25,1044.75,3.3731,3.421,3.3277,3.3035,1,1,1,1,4.196677018692674,4.17441331284808,3.884986776601156,4.37812479240627,4.4393496588325005,4.116527459074989,4.1588288986040105,4.035266399383545,3.795932806293087,4.270146369934082,4.035266399383545,4.073113918304443
2018-04-16,4.316898345947266,4.449366338312894,4.30242742615335,4.382576133893287,1129172,1054.25,1047.75,1033.75,1035.5,3.411,3.4073,3.3416,3.302,1,1,1,1,4.311332895704696,4.07533960319649,4.0675477566029885,4.340275764465332,4.204468565764424,4.215600664235319,4.283503728022346,4.060868681386863,4.0296998959916674,4.340275764465332,4.196676254272461,4.174412727355957
2018-04-17,4.25901460647583,4.370332851464233,4.255675300620831,4.316899847236962,577412,1042.0,1060.75,1047.0,1038.0,3.4243,3.3731,3.3675,3.3094,1,1,1,1,4.341389150025368,4.196677018692674,4.17441331284808,4.415971419721555,4.37812479240627,4.4393496588325005,4.296861911864691,4.1588288986040105,4.035266399383545,4.348067760467529,4.270146369934082,4.035266399383545
2018-04-18,4.674228668212891,4.675341598640564,4.26569302614574,4.26569302614574,5243172,1046.0,1054.25,1050.0,1015.25,3.4161,3.411,3.421,3.3394,0,1,1,1,4.382576133893287,4.311332895704696,4.07533960319649,4.449366338312894,4.340275764465332,4.204468565764424,4.30242742615335,4.283503728022346,4.060868681386863,4.316898345947266,4.340275764465332,4.196676254272461
2018-04-19,4.597418785095215,4.76662169205853,4.597418785095215,4.675340858703899,2225916,1041.75,1042.0,1047.75,1031.25,3.4058,3.4243,3.4073,3.3277,0,1,1,1,4.316899847236962,4.341389150025368,4.196677018692674,4.370332851464233,4.415971419721555,4.37812479240627,4.255675300620831,4.296861911864691,4.1588288986040105,4.25901460647583,4.348067760467529,4.270146369934082
2018-04-20,4.584061622619629,4.629702050084151,4.52506345988846,4.597419871704612,1501368,1037.25,1046.0,1060.75,1033.75,3.3771,3.4161,3.3731,3.3416,1,1,1,1,4.26569302614574,4.382576133893287,4.311332895704696,4.675341598640564,4.449366338312894,4.340275764465332,4.26569302614574,4.30242742615335,4.283503728022346,4.674228668212891,4.316898345947266,4.340275764465332
2018-04-23,4.657530784606934,4.737679753353032,4.582948009059155,4.582948009059155,972356,1028.75,1041.75,1054.25,1047.0,3.3827,3.4058,3.411,3.3675,1,1,1,1,4.675340858703899,4.316899847236962,4.341389150025368,4.76662169205853,4.370332851464233,4.415971419721555,4.597418785095215,4.255675300620831,4.296861911864691,4.597418785095215,4.25901460647583,4.348067760467529
2018-04-24,4.560685634613037,4.720982574586388,4.531742760471259,4.720982574586388,1284536,1020.75,1037.25,1042.0,1050.0,3.4137,3.3771,3.4243,3.421,1,1,1,1,4.597419871704612,4.26569302614574,4.382576133893287,4.629702050084151,4.675341598640564,4.449366338312894,4.52506345988846,4.26569302614574,4.30242742615335,4.584061622619629,4.674228668212891,4.316898345947266
2018-04-25,4.631928443908691,4.655305122994018,4.506139549055588,4.530629158660054,1266144,1022.25,1028.75,1046.0,1047.75,3.4489,3.3827,3.4161,3.4073,1,1,1,1,4.582948009059155,4.675340858703899,4.316899847236962,4.737679753353032,4.76662169205853,4.370332851464233,4.582948009059155,4.597418785095215,4.255675300620831,4.657530784606934,4.597418785095215,4.25901460647583
2018-04-26,6.305521488189697,6.505438429793445,6.169282680716405,6.269981078313,1732236,1027.5,1020.75,1041.75,1060.75,3.4715,3.4137,3.4058,3.3731,0,1,1,1,4.720982574586388,4.597419871704612,4.26569302614574,4.720982574586388,4.629702050084151,4.675341598640564,4.531742760471259,4.52506345988846,4.26569302614574,4.560685634613037,4.584061622619629,4.674228668212891
2018-04-27,6.4121413230896,6.441759574868255,6.250727968533502,6.324771205607904,1294216,1028.0,1022.25,1037.25,1054.25,3.4809,3.4489,3.3771,3.411,1,1,1,1,4.530629158660054,4.582948009059155,4.675340858703899,4.655305122994018,4.737679753353032,4.76662169205853,4.506139549055588,4.582948009059155,4.597418785095215,4.631928443908691,4.657530784606934,4.597418785095215
2018-04-30,6.622424602508545,6.678697297888593,6.367716253138372,6.512840284998532,3436884,1045.0,1027.5,1028.75,1042.0,3.4742,3.4715,3.3827,3.4243,0,1,1,1,6.269981078313,4.720982574586388,4.597419871704612,6.505438429793445,4.720982574586388,4.629702050084151,6.169282680716405,4.531742760471259,4.52506345988846,6.305521488189697,4.560685634613037,4.584061622619629
2018-05-02,6.268484115600586,6.6245944291560255,6.268484115600586,6.609043588047714,2545840,1042.5,1045.0,1022.25,1041.75,3.5058,3.4742,3.4489,3.4058,1,1,1,1,6.324771205607904,4.530629158660054,4.582948009059155,6.441759574868255,4.655305122994018,4.737679753353032,6.250727968533502,4.506139549055588,4.582948009059155,6.4121413230896,4.631928443908691,4.657530784606934
2018-05-03,6.571722030639648,6.686797532562707,6.298030108962611,6.36800781453884,3141644,1032.75,1037.75,1027.5,1037.25,3.5061,3.4581,3.4715,3.3771,1,1,1,1,6.512840284998532,6.269981078313,4.720982574586388,6.678697297888593,6.505438429793445,4.720982574586388,6.367716253138372,6.169282680716405,4.531742760471259,6.622424602508545,6.305521488189697,4.560685634613037
2018-05-04,6.414660930633545,6.660361362182887,6.3757841846699534,6.531290450737941,2685232,1043.25,1042.5,1028.0,1028.75,3.5496,3.5058,3.4809,3.3827,1,1,1,1,6.609043588047714,6.324771205607904,4.530629158660054,6.6245944291560255,6.441759574868255,4.655305122994018,6.268484115600586,6.250727968533502,4.506139549055588,6.268484115600586,6.4121413230896,4.631928443908691
2018-05-07,6.368008136749268,6.528180725337305,6.30891565764079,6.405330155840739,786016,1027.25,1032.75,1045.0,1020.75,3.5266,3.5061,3.4742,3.4137,1,1,1,1,6.36800781453884,6.512840284998532,6.269981078313,6.686797532562707,6.678697297888593,6.505438429793445,6.298030108962611,6.367716253138372,6.169282680716405,6.571722030639648,6.622424602508545,6.305521488189697
2018-05-08,6.702347755432129,6.764551118366713,6.395999423017768,6.451982449658893,1225972,1002.25,1043.25,1037.75,1022.25,3.5255,3.5496,3.4581,3.4489,1,1,1,1,6.531290450737941,6.609043588047714,6.324771205607904,6.660361362182887,6.6245944291560255,6.441759574868255,6.3757841846699534,6.268484115600586,6.250727968533502,6.414660930633545,6.268484115600586,6.4121413230896
2018-05-09,6.8423051834106445,6.8423051834106445,6.6090439882343786,6.769216584669139,1169828,1011.25,1027.25,1042.5,1027.5,3.5492,3.5266,3.5058,3.4715,0,1,1,1,6.405330155840739,6.36800781453884,6.512840284998532,6.528180725337305,6.686797532562707,6.678697297888593,6.30891565764079,6.298030108962611,6.367716253138372,6.368008136749268,6.571722030639648,6.622424602508545
2018-05-10,7.0911149978637695,7.462776851559497,6.865629607637295,7.231071842989888,2418548,1007.25,1002.25,1032.75,1028.0,3.5619,3.5255,3.5061,3.4809,0,0,0,1,6.451982449658893,6.531290450737941,6.609043588047714,6.764551118366713,6.660361362182887,6.6245944291560255,6.395999423017768,6.3757841846699534,6.268484115600586,6.702347755432129,6.414660930633545,6.268484115600586
