Horizonte,CV F1,Threshold Otimo (PR),OOF F1 no Threshold,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Test F1 Classe Alta,Test AUC-ROC
3 dias,0.6657922704131967,0.33772153413507533,0.7104337631882689,0.622356495468278,0.6829439006147664,0.622356495468278,0.5846747903558113,0.7113163972286374,0.729184925503944
7 dias,0.7982345864289233,0.4324355620004453,0.8069011280685138,0.7462235649546828,0.7630935263421491,0.7462235649546828,0.7390200301632962,0.7878787878787878,0.8717582417582418
15 dias,0.8439337289322744,0.46351949204242426,0.8463128876631802,0.8398791540785498,0.8448710394822242,0.8398791540785498,0.8381592096280995,0.8608923884514436,0.9294692737430168
30 dias,0.8855179896182002,0.46902920205923443,0.8928327645046193,0.9003021148036254,0.9002416246315981,0.9003021148036254,0.9001969920300339,0.9105691056910569,0.9553241766356521
