Horizonte,Accuracy,Precision,Recall,F1-Score,AUC-ROC
3 dias,0.7337278106508875,0.7344140022873055,0.7337278106508875,0.7338397485129365,0.7835297418630751
7 dias,0.8402366863905325,0.8406326579403502,0.8402366863905325,0.8401695236733031,0.8911064425770308
15 dias,0.893491124260355,0.893491124260355,0.893491124260355,0.893491124260355,0.9364478114478114
30 dias,0.8816568047337278,0.8845307114537884,0.8816568047337278,0.8819819234020417,0.9602127659574468
