Horizonte,R²,MAE,RMSE
3 dias,0.9905870334776773,0.3674040895952242,0.5161262927790226
7 dias,0.9799473281469224,0.5720134343771659,0.7535509754272911
15 dias,0.9640431622687979,0.7465917841176827,1.0022137677360021
30 dias,0.9164768585859054,1.1795663377427739,1.512987776712555
