Date,Close,High,Low,Open,Volume,agro_soja_close_lag_1d,agro_soja_close_lag_3d,agro_soja_close_lag_6d,agro_soja_close_lag_10d,agro_cambio_close_lag_1d,agro_cambio_close_lag_3d,agro_cambio_close_lag_6d,agro_cambio_close_lag_10d,Close_3d_fut,Close_7d_fut,Close_15d_fut,Close_30d_fut
2018-02-08,7.57213830947876,7.628228436848345,7.493612238144359,7.493612238144359,205500,983.0,969.75,995.75,992.25,3.2334,3.2154,3.1795,3.1451,7.611401081085205,7.740408897399902,7.622618198394775,7.235598087310791
2018-02-09,7.544092655181885,7.572137716671086,7.302906410170896,7.572137716671086,101600,987.75,986.25,985.0,985.5,3.2699,3.2611,3.1847,3.1469,7.57213830947876,7.706754207611084,7.57213830947876,7.241207599639893
2018-02-14,7.566530227661133,7.572139348150515,7.4992223865340595,7.538485160129393,34300,1011.75,983.0,986.25,995.75,3.294,3.2846,3.2611,3.1795,7.594574451446533,7.684317588806152,7.516048908233643,7.291688442230225
2018-02-15,7.611401081085205,7.62822844025265,7.493612241488588,7.566529193135551,32700,1017.25,1001.75,983.0,985.0,3.2942,3.2908,3.2334,3.1847,7.656272888183594,7.628228187561035,7.538484573364258,7.263644218444824
2018-02-16,7.57213830947876,7.628228436848345,7.398259342565122,7.555311485233923,71200,1024.25,1011.75,987.75,978.75,3.2162,3.294,3.2699,3.1637,7.740408897399902,7.684317588806152,7.538484573364258,7.286079406738281
2018-02-20,7.594574451446533,7.628228635728723,7.538484322614585,7.538484322614585,26300,1021.5,1017.25,983.0,969.75,3.2282,3.2162,3.2908,3.2611,7.706754207611084,7.678707599639893,7.459958553314209,7.342170715332031
2018-02-21,7.656272888183594,7.712363014985892,7.555311408820588,7.600183296296389,108800,1026.5,1024.25,1001.75,986.25,3.2331,3.2264,3.294,3.2334,7.684317588806152,7.57213830947876,7.454349517822266,7.347778797149658
2018-02-22,7.740408897399902,7.846979507702397,7.628229166840659,7.6562736982941075,62900,1034.25,1021.5,1011.75,983.0,3.2543,3.2282,3.2942,3.2699,7.628228187561035,7.628228187561035,7.403867244720459,7.3365607261657715
2018-02-23,7.706754207611084,7.7235815672826975,7.6114013091324,7.684318262964048,47300,1032.0,1026.5,1017.25,987.75,3.2676,3.2331,3.2162,3.2846,7.684317588806152,7.622618198394775,7.375823497772217,7.286079406738281
2018-02-26,7.684317588806152,7.717971770281728,7.656272526729018,7.684317588806152,47700,1036.25,1034.25,1024.25,983.0,3.2487,3.2543,3.2264,3.2908,7.678707599639893,7.57213830947876,7.3365607261657715,7.286079406738281
2018-02-27,7.628228187561035,7.71236284095083,7.594574005256068,7.689926897719213,36500,1034.25,1032.0,1021.5,1001.75,3.2372,3.2676,3.2282,3.294,7.57213830947876,7.516048908233643,7.291688442230225,7.3197340965271
2018-02-28,7.684317588806152,7.684317588806152,7.549701932733988,7.611400641371629,46200,1038.0,1036.25,1026.5,1011.75,3.2225,3.2487,3.2331,3.2942,7.628228187561035,7.538484573364258,7.280470371246338,7.291688442230225
2018-03-01,7.678707599639893,7.706752658540362,7.60018207661659,7.645053956891337,36800,1045.0,1034.25,1034.25,1017.25,3.2485,3.2372,3.2543,3.2162,7.622618198394775,7.538484573364258,7.291688442230225,7.291688442230225
2018-03-02,7.57213830947876,7.684318029302832,7.521657301829152,7.61140107768841,86500,1057.5,1038.0,1032.0,1024.25,3.2448,3.2225,3.2676,3.2264,7.57213830947876,7.459958553314209,7.269253253936768,7.151464462280273
2018-03-05,7.628228187561035,7.628228187561034,7.549702118792833,7.572138062024451,32900,1060.75,1045.0,1036.25,1021.5,3.25,3.2485,3.2487,3.2282,7.516048908233643,7.454349517822266,7.235598087310791,7.263644218444824
2018-03-06,7.622618198394775,7.628227317291532,7.549701257482009,7.605791376619527,53900,1066.75,1057.5,1034.25,1026.5,3.2496,3.2448,3.2372,3.2331,7.538484573364258,7.403867244720459,7.235598087310791,7.308515071868896
2018-03-07,7.57213830947876,7.6226193171283665,7.566529189758781,7.61140107768841,38900,1064.5,1060.75,1038.0,1034.25,3.241,3.25,3.2225,3.2543,7.538484573364258,7.375823497772217,7.241207599639893,7.347778797149658
2018-03-08,7.516048908233643,7.62262005354866,7.516048908233643,7.566529920760214,26400,1055.0,1066.75,1045.0,1032.0,3.208,3.2496,3.2485,3.2676,7.459958553314209,7.3365607261657715,7.291688442230225,7.342170715332031
2018-03-09,7.538484573364258,7.572138758765874,7.381432956292016,7.488004097634527,37800,1053.75,1064.5,1057.5,1036.25,3.2429,3.241,3.2448,3.2487,7.454349517822266,7.291688442230225,7.263644218444824,7.431912899017334
2018-03-12,7.538484573364258,7.572138758765874,7.499221802824979,7.510440042930561,14300,1029.25,1055.0,1060.75,1034.25,3.2661,3.208,3.25,3.2372,7.403867244720459,7.280470371246338,7.286079406738281,7.347778797149658
2018-03-13,7.459958553314209,7.488003616862383,7.370214777892129,7.465567673006863,34300,1033.25,1053.75,1066.75,1038.0,3.2561,3.2429,3.2496,3.2225,7.375823497772217,7.291688442230225,7.342170715332031,7.403867244720459
2018-03-14,7.454349517822266,7.4992214060401565,7.358996621630471,7.465567757334289,27100,1040.5,1029.25,1064.5,1045.0,3.2603,3.2661,3.241,3.2485,7.3365607261657715,7.269253253936768,7.347778797149658,7.392650127410889
2018-03-15,7.403867244720459,7.448739125270915,7.342168542692333,7.443130541388365,30300,1028.5,1033.25,1055.0,1057.5,3.2587,3.2561,3.208,3.2448,7.291688442230225,7.235598087310791,7.3365607261657715,7.443132400512695
2018-03-16,7.375823497772217,7.448740450367046,7.3197339045635745,7.358996673301134,38200,1040.75,1040.5,1053.75,1060.75,3.2585,3.2603,3.2429,3.25,7.280470371246338,7.235598087310791,7.286079406738281,7.471175670623779
2018-03-19,7.3365607261657715,7.347778965752176,7.207554180412745,7.319733901701269,57000,1049.5,1028.5,1029.25,1066.75,3.2821,3.2587,3.2661,3.2496,7.291688442230225,7.241207599639893,7.286079406738281,7.330950736999512
2018-03-20,7.291688442230225,7.336560328312281,7.241207436659141,7.336560328312281,24100,1022.5,1040.75,1033.25,1064.5,3.2801,3.2585,3.2561,3.241,7.269253253936768,7.291688442230225,7.3197340965271,7.314125061035156
2018-03-21,7.280470371246338,7.31973367366043,7.235598484128878,7.291688610483246,20600,1028.25,1049.5,1040.5,1055.0,3.2841,3.2821,3.2603,3.208,7.235598087310791,7.263644218444824,7.291688442230225,7.347778797149658
2018-03-22,7.291688442230225,7.319733504760279,7.2355983171701155,7.319733504760279,17000,1029.75,1022.5,1028.5,1053.75,3.3087,3.2801,3.2587,3.2429,7.235598087310791,7.286079406738281,7.291688442230225,7.403867244720459
2018-03-23,7.269253253936768,7.280470959164448,7.246817308566273,7.246817308566273,10400,1029.75,1028.25,1040.75,1029.25,3.2727,3.2841,3.2585,3.2661,7.241207599639893,7.342170715332031,7.151464462280273,7.661881923675537
2018-03-26,7.235598087310791,7.269252268260751,7.196335321965054,7.269252268260751,29000,1028.25,1029.75,1049.5,1033.25,3.3141,3.3087,3.2821,3.2561,7.291688442230225,7.347778797149658,7.263644218444824,7.5833563804626465
2018-03-27,7.235598087310791,7.291688210589038,7.201944441275891,7.263643148949915,26000,1025.5,1029.75,1022.5,1040.5,3.3145,3.2727,3.2801,3.2603,7.263644218444824,7.3365607261657715,7.308515071868896,7.57213830947876
2018-03-28,7.241207599639893,7.297297725962444,7.190726592932613,7.190726592932613,22900,1019.5,1028.25,1028.25,1028.5,3.3103,3.3141,3.2841,3.2587,7.286079406738281,7.286079406738281,7.347778797149658,7.566530227661133
2018-03-29,7.291688442230225,7.308515265782226,7.218771493618113,7.241207436659141,41900,1018.0,1025.5,1029.75,1040.75,3.3229,3.3145,3.3087,3.2585,7.342170715332031,7.286079406738281,7.342170715332031,7.482395172119141
2018-04-02,7.263644218444824,7.291689284213287,7.151464490286108,7.263644218444824,30600,1044.75,1019.5,1029.75,1049.5,3.3035,3.3229,3.3141,3.2801,7.347778797149658,7.3197340965271,7.431912899017334,7.459958553314209
2018-04-03,7.286079406738281,7.39825912323668,7.246816639692613,7.319733589145343,26700,1035.5,1018.0,1028.25,1022.5,3.302,3.3193,3.3145,3.2841,7.3365607261657715,7.291688442230225,7.347778797149658,7.617010116577148
2018-04-04,7.342170715332031,7.403869435617576,7.207555033846207,7.291689701046055,114900,1038.0,1044.75,1025.5,1028.25,3.3094,3.3035,3.3103,3.3087,7.286079406738281,7.291688442230225,7.403867244720459,7.516048908233643
2018-04-05,7.347778797149658,7.3758233256419485,7.302906909663881,7.3758233256419485,34600,1015.25,1035.5,1019.5,1029.75,3.3394,3.302,3.3229,3.2727,7.286079406738281,7.151464462280273,7.392650127410889,7.488004207611084
2018-04-06,7.3365607261657715,7.375823494887977,7.297297957443564,7.375823494887977,22200,1031.25,1038.0,1018.0,1029.75,3.3277,3.3094,3.3193,3.3141,7.3197340965271,7.263644218444824,7.443132400512695,7.448740005493164
2018-04-09,7.286079406738281,7.375823179937,7.286079406738281,7.291688526291972,27000,1033.75,1015.25,1044.75,1028.25,3.3416,3.3394,3.3035,3.3145,7.291688442230225,7.308515071868896,7.471175670623779,7.667490482330322
2018-04-10,7.286079406738281,7.314124469591651,7.258034343884911,7.291688526291972,18600,1047.0,1031.25,1035.5,1025.5,3.3675,3.3277,3.302,3.3103,7.291688442230225,7.347778797149658,7.330950736999512,7.667490482330322
2018-04-11,7.3197340965271,7.375823691206718,7.235598902134993,7.291689031729731,68900,1050.0,1033.75,1038.0,1019.5,3.421,3.3416,3.3094,3.3229,7.151464462280273,7.342170715332031,7.314125061035156,7.57213830947876
2018-04-12,7.291688442230225,7.403868157435366,7.291688442230225,7.403868157435366,61100,1047.75,1047.0,1015.25,1018.0,3.4073,3.3675,3.3394,3.3193,7.263644218444824,7.431912899017334,7.347778797149658,7.544092655181885
2018-04-13,7.291688442230225,7.375823094905312,7.246816556148167,7.246816556148167,54800,1060.75,1050.0,1031.25,1044.75,3.3731,3.421,3.3277,3.3035,7.308515071868896,7.347778797149658,7.403867244720459,7.403867244720459
2018-04-16,7.151464462280273,7.330952026631327,7.151464462280273,7.291689255658318,60700,1054.25,1047.75,1033.75,1035.5,3.411,3.4073,3.3416,3.302,7.347778797149658,7.403867244720459,7.661881923675537,7.560919761657715
2018-04-17,7.263644218444824,7.269253338581544,7.157073610422829,7.157073610422829,162600,1042.0,1060.75,1047.0,1038.0,3.4243,3.3731,3.3675,3.3094,7.342170715332031,7.392650127410889,7.5833563804626465,7.57213830947876
2018-04-18,7.308515071868896,7.342169252995047,7.179508536534621,7.185117655874824,63300,1046.0,1054.25,1050.0,1015.25,3.4161,3.411,3.421,3.3394,7.431912899017334,7.443132400512695,7.57213830947876,7.499221324920654
2018-04-19,7.347778797149658,7.347778797149657,7.2355985435201235,7.3085154944132835,18100,1041.75,1042.0,1047.75,1031.25,3.4058,3.4243,3.4073,3.3277,7.347778797149658,7.471175670623779,7.566530227661133,7.516048908233643
2018-04-20,7.342170715332031,7.358997541788968,7.280471460131318,7.280471460131318,25000,1037.25,1046.0,1060.75,1033.75,3.3771,3.4161,3.3731,3.3416,7.403867244720459,7.330950736999512,7.482395172119141,7.465567588806152
2018-04-23,7.431912899017334,7.454348841089463,7.274861304512428,7.33656001148202,40400,1028.75,1041.75,1054.25,1047.0,3.3827,3.4058,3.411,3.3675,7.392650127410889,7.314125061035156,7.459958553314209,7.358996391296387
2018-04-24,7.347778797149658,7.443131691785706,7.347778797149657,7.4038683890493315,17000,1020.75,1037.25,1042.0,1050.0,3.4137,3.3771,3.4243,3.421,7.443132400512695,7.347778797149658,7.617010116577148,7.274861335754394
2018-04-25,7.403867244720459,7.431912303793246,7.330950305097214,7.347777661489893,33500,1022.25,1028.75,1046.0,1047.75,3.4489,3.3827,3.4161,3.4073,7.471175670623779,7.403867244720459,7.516048908233643,7.291688442230225
2018-04-26,7.392650127410889,7.437522011514425,7.353386827634004,7.409476950220951,22000,1027.5,1020.75,1041.75,1060.75,3.4715,3.4137,3.4058,3.3731,7.330950736999512,7.661881923675537,7.488004207611084,7.532876491546631
2018-04-27,7.443132400512695,7.493612877554571,7.375824027959908,7.426305039916927,44300,1028.0,1022.25,1037.25,1054.25,3.4809,3.4489,3.3771,3.411,7.314125061035156,7.5833563804626465,7.448740005493164,7.521656990051269
2018-04-30,7.471175670623779,7.499220731967888,7.431912905691059,7.459957967035168,18800,1045.0,1027.5,1028.75,1042.0,3.4742,3.4715,3.3827,3.4243,7.347778797149658,7.57213830947876,7.667490482330322,7.532876491546631
2018-05-02,7.330950736999512,7.465566921496793,7.330950736999512,7.426303622515691,30700,1042.5,1045.0,1022.25,1041.75,3.5058,3.4742,3.4489,3.4058,7.403867244720459,7.566530227661133,7.667490482330322,7.516048908233643
2018-05-03,7.314125061035156,7.37582377636966,7.224381280579468,7.37582377636966,52300,1032.75,1037.75,1027.5,1037.25,3.5061,3.4581,3.4715,3.3771,7.661881923675537,7.482395172119141,7.57213830947876,7.488004207611084
2018-05-04,7.347778797149658,7.347778797149657,7.263643606927507,7.263643606927507,23800,1043.25,1042.5,1028.0,1028.75,3.5496,3.5058,3.4809,3.3827,7.5833563804626465,7.459958553314209,7.544092655181885,7.57213830947876
2018-05-07,7.403867244720459,7.482393303141262,7.375822185647671,7.375822185647671,56700,1027.25,1032.75,1045.0,1020.75,3.5266,3.5061,3.4742,3.4137,7.57213830947876,7.617010116577148,7.403867244720459,7.622618198394775
2018-05-08,7.661881923675537,7.661881923675537,7.403868306066598,7.544093086616781,194800,1002.25,1043.25,1037.75,1022.25,3.5255,3.5496,3.4581,3.4489,7.566530227661133,7.516048908233643,7.560919761657715,7.605792045593262
2018-05-09,7.5833563804626465,7.661881915137589,7.5833563804626465,7.645055091266542,74600,1011.25,1027.25,1042.5,1027.5,3.5492,3.5266,3.5058,3.4715,7.482395172119141,7.488004207611084,7.57213830947876,7.527266979217529
2018-05-10,7.57213830947876,7.633837021653225,7.431913525969893,7.600183373163552,170000,1007.25,1002.25,1032.75,1028.0,3.5619,3.5255,3.5061,3.4809,7.459958553314209,7.448740005493164,7.499221324920654,7.521656990051269
2018-05-11,7.566530227661133,7.566530227661133,7.448741371959962,7.493613266044678,26400,1013.25,1011.25,1043.25,1045.0,3.5903,3.5492,3.5496,3.4742,7.617010116577148,7.667490482330322,7.516048908233643,7.628228187561035
2018-05-14,7.482395172119141,7.52726706387785,7.4655683464384115,7.51044023819712,38800,994.75,1007.25,1027.25,1037.75,3.5495,3.5619,3.5266,3.4581,7.516048908233643,7.667490482330322,7.465567588806152,8.01524829864502
2018-05-15,7.459958553314209,7.572138272591809,7.319733770488435,7.403868426217861,48200,1013.0,1013.25,1002.25,1042.5,3.6029,3.5903,3.5255,3.5058,7.488004207611084,7.57213830947876,7.358996391296387,7.577747344970703
2018-05-16,7.617010116577148,7.617010116577148,7.471176214895885,7.50483039794352,138700,1018.75,994.75,1011.25,1032.75,3.6216,3.5495,3.5492,3.5061,7.448740005493164,7.544092655181885,7.274861335754394,7.600183010101318
2018-05-17,7.516048908233643,7.617010933286785,7.375824111177678,7.617010933286785,84200,999.75,1013.0,1007.25,1043.25,3.6487,3.6029,3.5619,3.5496,7.667490482330322,7.403867244720459,7.291688442230225,7.577747344970703
2018-05-18,7.488004207611084,7.488004207611084,7.330952053317083,7.482395087475911,86200,995.0,1018.75,1013.25,1027.25,3.6744,3.6216,3.5903,3.5266,7.667490482330322,7.560919761657715,7.532876491546631,7.566530227661133
2018-05-21,7.448740005493164,7.510439249727337,7.387041296174063,7.510439249727337,42200,998.5,999.75,994.75,1002.25,3.6951,3.6487,3.5495,3.5255,7.57213830947876,7.57213830947876,7.521656990051269,7.566530227661133
2018-05-22,7.667490482330322,7.667490482330323,7.39265006093867,7.459957886488765,58400,1025.25,995.0,1013.0,1011.25,3.7384,3.6744,3.6029,3.5492,7.544092655181885,7.499221324920654,7.532876491546631,7.555312633514404
2018-05-23,7.667490482330322,7.667490482330323,7.527265712038861,7.656272243947783,56700,1030.5,998.5,1018.75,1007.25,3.6757,3.6951,3.6216,3.5619,7.403867244720459,7.516048908233643,7.516048908233643,7.605792045593262
2018-05-24,7.57213830947876,7.600183373163552,7.465567709374665,7.560920070038803,47200,1039.25,1025.25,999.75,1013.25,3.646,3.7384,3.6487,3.5903,7.560919761657715,7.465567588806152,7.488004207611084,7.656272888183594
2018-05-25,7.544092655181885,7.544092655181886,7.398258763370088,7.516047593692685,44600,1035.75,1030.5,995.0,994.75,3.6256,3.6757,3.6744,3.5495,7.57213830947876,7.358996391296387,7.57213830947876,7.931114196777344
2018-05-29,7.403867244720459,7.488002421938822,7.330950305097214,7.431912303793246,82800,1041.5,1039.25,998.5,1013.0,3.6262,3.6256,3.7384,3.6216,7.499221324920654,7.274861335754394,7.622618198394775,7.841370105743408
2018-05-30,7.560919761657715,7.560919761657715,7.358996274210072,7.403868160309548,114900,1030.5,1035.75,1025.25,1018.75,3.7342,3.6481,3.6757,3.6487,7.516048908233643,7.291688442230225,7.605792045593262,7.80771541595459
2018-06-01,7.57213830947876,7.673100324777974,7.459958589654686,7.549702365513944,118100,1018.5,1030.5,1039.25,995.0,3.7221,3.7342,3.6256,3.6951,7.465567588806152,7.532876491546631,7.527266979217529,7.830151081085205
2018-06-04,7.499221324920654,7.628228403337941,7.499221324920654,7.566529156519419,69700,1021.25,1023.0,1035.75,998.5,3.722,3.7241,3.6481,3.7384,7.358996391296387,7.521656990051269,7.521656990051269,7.751626491546631
2018-06-05,7.516048908233643,7.538484854365992,7.454350190098473,7.538484854365992,141200,1001.75,1018.5,1041.5,1025.25,3.7616,3.7221,3.6262,3.6757,7.274861335754394,7.532876491546631,7.628228187561035,7.768453598022461
2018-06-06,7.465567588806152,7.516048060725404,7.342169631534992,7.516048060725404,109900,1001.25,1021.25,1030.5,1030.5,3.7445,3.722,3.7342,3.646,7.291688442230225,7.516048908233643,8.01524829864502,7.7964982986450195
2018-06-07,7.358996391296387,7.482394347490825,7.252425793843294,7.482394347490825,138300,994.25,1001.75,1023.0,1039.25,3.8043,3.7616,3.7241,3.6256,7.532876491546631,7.488004207611084,7.577747344970703,7.7964982986450195
2018-06-08,7.274861335754394,7.375822808055029,7.26925221648351,7.353386865886549,99200,974.25,1001.25,1018.5,1035.75,3.8434,3.7445,3.7221,3.6481,7.521656990051269,7.57213830947876,7.600183010101318,7.931114196777344
2018-06-11,7.291688442230225,7.39825903794634,7.241207436659141,7.291688442230225,54400,969.25,994.25,1021.25,1041.5,3.9007,3.8043,3.722,3.6262,7.532876491546631,7.622618198394775,7.577747344970703,7.852587699890137
2018-06-12,7.532876491546631,7.560921023854163,7.325343849962937,7.325343849962937,177400,953.75,974.25,1001.75,1030.5,3.7049,3.8434,3.7616,3.7342,7.516048908233643,7.605792045593262,7.566530227661133,7.824542045593262
2018-06-13,7.521656990051269,7.538483813598623,7.459958280434258,7.459958280434258,28100,954.0,969.25,1001.25,1023.0,3.7088,3.9007,3.7445,3.7241,7.488004207611084,7.527266979217529,7.566530227661133,7.87502384185791
2018-06-14,7.532876491546631,7.555312438341756,7.504831424323934,7.54409419748661,24800,936.0,953.75,994.25,1018.5,3.715,3.7049,3.8043,3.7221,7.57213830947876,7.521656990051269,7.555312633514404,7.824542045593262
2018-06-15,7.516048908233643,7.538484854365992,7.465568430622222,7.538484854365992,45100,927.25,954.0,974.25,1021.25,3.7188,3.7088,3.8434,3.722,7.622618198394775,7.628228187561035,7.605792045593262,7.86380672454834
2018-06-18,7.488004207611084,7.532876098862188,7.409478130464084,7.459959141850359,22900,905.5,936.0,969.25,1001.75,3.804,3.715,3.9007,3.7616,7.605792045593262,8.01524829864502,7.656272888183594,7.824542045593262
2018-06-19,7.57213830947876,7.61140107768841,7.415086701725057,7.415086701725057,116700,908.5,927.25,953.75,1001.25,3.7287,3.7188,3.7049,3.7445,7.527266979217529,7.577747344970703,7.931114196777344,7.824542045593262
2018-06-20,7.622618198394775,7.628227317291532,7.5609189603605,7.572137198154012,98800,889.0,905.5,954.0,994.25,3.7462,3.804,3.7088,3.8043,7.521656990051269,7.600183010101318,7.841370105743408,7.824542045593262
2018-06-21,7.605792045593262,7.628227988238637,7.572137864167664,7.600182926203151,75900,889.5,908.5,936.0,974.25,3.745,3.7287,3.715,3.8434,7.628228187561035,7.577747344970703,7.80771541595459,7.846977233886719
2018-06-22,7.527266979217529,7.628229001996662,7.375823945048832,7.617010761725585,64800,880.5,889.0,927.25,969.25,3.7691,3.7462,3.7188,3.9007,8.01524829864502,7.566530227661133,7.830151081085205,7.7964982986450195
2018-06-25,7.521656990051269,7.583356234583357,7.504830166503917,7.583356234583357,41100,894.5,889.5,905.5,953.75,3.7651,3.745,3.804,3.7049,7.577747344970703,7.566530227661133,7.751626491546631,7.768453598022461
2018-06-26,7.628228187561035,7.656272715414246,7.516047936487867,7.544092999256159,46900,874.5,880.5,908.5,954.0,3.7863,3.7691,3.7287,3.7088,7.600183010101318,7.555312633514404,7.768453598022461,7.746017932891846
2018-06-27,8.01524829864502,8.076947008469194,7.611400787747036,7.650664089376128,186100,867.25,894.5,889.0,936.0,3.7751,3.7651,3.7462,3.715,7.577747344970703,7.605792045593262,7.7964982986450195,7.723580837249756
2018-06-28,7.577747344970703,8.076947226367906,7.516048098566938,7.964767507790731,852500,867.5,874.5,889.5,927.25,3.7958,3.7863,3.745,3.7188,7.566530227661133,7.656272888183594,7.7964982986450195,7.740408897399902
2018-06-29,7.600183010101318,7.617009833542335,7.336560279921733,7.516047823066095,495400,861.25,867.25,880.5,905.5,3.8601,3.7751,3.7691,3.804,7.566530227661133,7.931114196777344,7.931114196777344,7.746017932891846
2018-07-02,7.577747344970703,7.622619232401574,7.527266337882202,7.572138225313072,45000,858.5,867.5,894.5,908.5,3.8595,3.7958,3.7651,3.7287,7.555312633514404,7.841370105743408,7.852587699890137,7.818933010101318
2018-07-03,7.566530227661133,7.6001844156822544,7.488004680470467,7.577748468639897,82700,848.5,861.25,874.5,889.0,3.8756,3.8601,3.7863,3.7462,7.605792045593262,7.80771541595459,7.824542045593262,7.751626491546631
2018-07-05,7.566530227661133,7.6001844156822544,7.5216583335764176,7.5216583335764176,95400,844.0,858.5,867.25,889.5,3.8963,3.8756,3.7958,3.7691,7.656272888183594,7.830151081085205,7.87502384185791,7.684317588806152
2018-07-06,7.555312633514404,7.628229596210978,7.555312633514403,7.555312633514403,38200,835.5,848.5,867.5,880.5,3.911,3.9126,3.8601,3.7651,7.931114196777344,7.751626491546631,7.824542045593262,7.746017932891846
2018-07-10,7.605792045593262,7.628227988238637,7.516047740096692,7.549701921522288,60500,851.75,835.5,858.5,874.5,3.8659,3.911,3.8756,3.7751,7.841370105743408,7.768453598022461,7.86380672454834,7.779671192169189
2018-07-11,7.656272888183594,7.734798958723793,7.594574176633141,7.617010120371042,39400,852.25,874.0,848.5,867.25,3.8713,3.9313,3.9126,3.7958,7.80771541595459,7.7964982986450195,7.824542045593262,7.869414806365967
2018-07-12,7.931114196777344,7.931114196777344,7.617010436495568,7.639446381164615,86100,829.75,851.75,844.0,867.5,3.8151,3.8659,3.8963,3.8601,7.830151081085205,7.7964982986450195,7.824542045593262,7.785280227661133
2018-07-13,7.841370105743408,8.071339213772125,7.729190379214236,7.919896181771395,119700,830.0,852.25,835.5,861.25,3.8761,3.8713,3.911,3.8595,7.751626491546631,7.931114196777344,7.824542045593262,7.936722278594971
2018-07-16,7.80771541595459,7.95915789288163,7.774061235017992,7.80210629664598,38600,814.0,829.75,874.0,858.5,3.8807,3.8151,3.9313,3.8756,7.768453598022461,7.852587699890137,7.846977233886719,8.054511070251465
2018-07-17,7.830151081085205,7.93672166960087,7.790888317144966,7.869413845025443,31000,829.5,830.0,851.75,848.5,3.8494,3.8761,3.8659,3.9126,7.7964982986450195,7.824542045593262,7.7964982986450195,8.161083221435547
