Horizonte,CV MAE,OOF R2,OOF MAE,Test R2,Test MAE,Test RMSE
3 dias,0.3954845311637837,0.9911210701265678,0.39546816726949563,0.990640471656317,0.4124891716352604,0.5797778226698793
7 dias,0.47208327392739824,0.9867312549675615,0.4720897529355136,0.9897935039214086,0.43116406181255934,0.6086059187043809
15 dias,0.556878320046178,0.981064004352315,0.5568727249611073,0.9855542985388392,0.5096351151580703,0.7191050959581591
30 dias,0.6599702376867544,0.969285324779047,0.6599833655489987,0.9744591842332473,0.6327832125552114,0.9661567016727983
