Horizonte,CV F1,Threshold Otimo (PR),OOF F1 no Threshold,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Test F1 Classe Alta,Test AUC-ROC
3 dias,0.6819062676565497,0.3671881582037437,0.717948717948238,0.6163141993957704,0.6354532230665161,0.6163141993957704,0.593990389681087,0.6939759036144578,0.6894105601872166
7 dias,0.770914033929199,0.41860386347326317,0.7899571341085084,0.7794561933534743,0.8011295166033088,0.7794561933534743,0.7710757809684221,0.8223844282238443,0.8634622467771639
15 dias,0.8516522514516055,0.4567756578261121,0.8541935483865973,0.824773413897281,0.8285906559184434,0.824773413897281,0.8220917827257683,0.8542713567839196,0.9184120617944148
30 dias,0.8711965607833771,0.4846517984528713,0.8742964352715453,0.8670694864048338,0.8672954722326977,0.8670694864048338,0.8659858966843681,0.8905472636815921,0.929788838612368
