Horizonte,Accuracy,Precision,Recall,F1-Score,AUC-ROC
3 dias,0.6609195402298851,0.6610752786197781,0.6609195402298851,0.660975584734161,0.706878306878307
7 dias,0.7068965517241379,0.7077753986769358,0.7068965517241379,0.7067512928043858,0.7492071881606766
15 dias,0.8505747126436781,0.852717065129035,0.8505747126436781,0.8506339457121335,0.9328743545611016
30 dias,0.9022988505747126,0.9022216872229836,0.9022988505747126,0.9022300815404264,0.9491230419065471
