Horizonte,CV F1,Threshold Otimo (PR),OOF F1 no Threshold,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Test F1 Classe Alta,Test AUC-ROC
3 dias,0.6691472566223526,0.3735947378502512,0.6842737094833181,0.5549132947976878,0.5999576038963053,0.5549132947976878,0.5258189839292762,0.6350710900473934,0.6902844873859366
7 dias,0.7684775577782313,0.4242390861421235,0.7855227882032572,0.6936416184971098,0.708830772392215,0.6936416184971098,0.6883769779455574,0.7282051282051282,0.7770649558941459
15 dias,0.8342868961056901,0.48429646491701356,0.8384146341458414,0.8265895953757225,0.8287873636054527,0.8265895953757225,0.8266939198170072,0.8235294117647058,0.9245510586974001
30 dias,0.8618881978877289,0.47126983171228964,0.8628099173548719,0.8901734104046243,0.8922561038042315,0.8901734104046243,0.8904695087825311,0.8789808917197452,0.9755832881172002
