Horizonte,Low,High,Open,Intercepto
7 dias,0.651024015543513,0.6596709466750676,-0.32771858573347323,0.25715533729001194
15 dias,0.6909114398135799,0.5791981402131304,-0.3023046919890552,0.5416556986431278
30 dias,0.6750690418221228,0.41903703247475677,-0.1552338096689148,1.0706551797046089
