Modelo,R²,MAE
7d_sem_dummy,0.9798155667182361,0.5686682414449076
7d_com_dummy,0.9797521699847039,0.5711046044828747
15d_sem_dummy,0.9637287937335375,0.7477081338125015
15d_com_dummy,0.9635671525691071,0.749708253553114
30d_sem_dummy,0.9161496649209241,1.1824243366883669
30d_com_dummy,0.916999192275072,1.1903441627719265
