Horizonte,Low,High,Open,Dummy_Period,Intercepto
7 dias,0.6025092813002332,0.6952663352458257,-0.32990057085335833,0.08717731663821073,0.35135156577991644
15 dias,0.5508358901238289,0.6819719407551772,-0.30860469073892205,0.2517051930520767,0.8136264450612991
30 dias,0.4637348375568803,0.5740934959687372,-0.16473871773905258,0.37975161832959037,1.4809817599322965
