Horizonte,R²,MAE,RMSE
3 dias,0.9892165447678697,0.4197723635359426,0.6171581020702391
7 dias,0.9770567101848161,0.6105672313529289,0.9089969565690161
15 dias,0.9557208014894154,0.8664704181988628,1.2614741078554086
30 dias,0.9150710823979271,1.2369129155674308,1.7108815189487765
