Horizonte,CV MAE,OOF R2,OOF MAE,Test R2,Test MAE,Test RMSE
3 dias,0.3683730084415817,0.9903815443079323,0.3683758655040975,0.9906552886850709,0.37423068068330895,0.5137563033143051
7 dias,0.41703868134565036,0.9881062460237877,0.41703177574162514,0.9902086437830941,0.3665539326579857,0.5239025911025933
15 dias,0.464631512604521,0.9841983092172821,0.4646182120633278,0.988013887501914,0.4193988855150422,0.5746691511546308
30 dias,0.5274195097167311,0.980259679119411,0.5274206753097057,0.9805298573159575,0.5196875545539696,0.7247281277199241
