Horizonte,CV MAE,OOF R2,OOF MAE,Test R2,Test MAE,Test RMSE
3 dias,0.35858103889899834,0.9451186644667681,0.3587055600186073,0.9600155413382349,0.2879472938626576,0.3732062525952738
7 dias,0.34447668678568333,0.9509466345619626,0.3445020123444157,0.9457459577296243,0.3227861554226303,0.436101452652525
15 dias,0.36584718957106727,0.9404611033260891,0.36581807205153444,0.9209818801645994,0.397301606662191,0.5485827952957754
30 dias,0.33874513769471204,0.9509903013313162,0.33872008206926213,0.9626770065565747,0.3226692358798961,0.4002276106066059
