Horizonte,CV MAE,OOF R2,OOF MAE,Test R2,Test MAE,Test RMSE
3 dias,0.38258326256814457,0.9919429473973167,0.38259651167590425,0.9936715217995602,0.33861957616898175,0.47844011673110465
7 dias,0.4290482994786974,0.9896566409849592,0.4290584101707161,0.9913915371205468,0.38969232753076055,0.5558285779472618
15 dias,0.45778873072531506,0.9883932806929848,0.45778990079850684,0.9872142737634103,0.44491803219579745,0.6757292428216247
30 dias,0.5597800905436223,0.9763467504823292,0.5598506667173804,0.9802797453965941,0.5141802207635231,0.8541914104935084
