Horizonte,CV MAE,OOF R2,OOF MAE,Test R2,Test MAE,Test RMSE
3 dias,0.35125448988485963,0.9914204662288874,0.3512728235981036,0.9942181415655986,0.3026604748635657,0.40885974398812636
7 dias,0.40176697554604796,0.9891417757520651,0.40177128775301324,0.9910999996707471,0.35180170681319306,0.50600891535561
15 dias,0.4578734762495972,0.9850962148994922,0.45788036596647524,0.9865524238126814,0.44605830238355193,0.6189681420289183
30 dias,0.47121759966824095,0.9834816510317742,0.4712298314482697,0.9894315040939038,0.39295983645797045,0.5440285273644008
