Horizonte,CV F1,Threshold Otimo (PR),OOF F1 no Threshold,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Test F1 Classe Alta,Test AUC-ROC
3 dias,0.6604083087617677,0.4116896470442941,0.699176694109709,0.6424242424242425,0.656736936188991,0.6424242424242425,0.6325791098076563,0.694300518134715,0.7017376290364059
7 dias,0.7909916889611038,0.47458679834072576,0.8016528925614843,0.7333333333333333,0.7345561594202898,0.7333333333333333,0.7317274450763912,0.7595628415300546,0.8355069260241675
15 dias,0.851539556075946,0.4924044437628513,0.8559726962452343,0.8272727272727273,0.8294155227488562,0.8272727272727273,0.8260932554661712,0.8471849865951743,0.9150650502661146
30 dias,0.8830559436766879,0.501342482811638,0.88515406162415,0.8757575757575757,0.8764944224565361,0.8757575757575757,0.8759242916397804,0.8857938718662952,0.9561182061182062
