Horizonte,CV MAE,OOF R2,OOF MAE,Test R2,Test MAE,Test RMSE
3 dias,0.41101132114962136,0.9899563424177289,0.41101450113542765,0.9905120377052388,0.38917321921391546,0.5800712355501553
7 dias,0.6242507794649764,0.9776527643568085,0.6242588329855462,0.9765362677465096,0.6358952442171727,0.914322807445346
15 dias,0.9135715906822878,0.9527461266434304,0.9135918993167801,0.9541934546114508,0.9095128860604758,1.2738173867150315
30 dias,1.2516109697059576,0.9170717542276954,1.2515974060756372,0.9183602268003698,1.2849801233053084,1.6944390495130135
