Horizonte,CV F1,Threshold Otimo (PR),OOF F1 no Threshold,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Test F1 Classe Alta,Test AUC-ROC
3 dias,0.6986653310572377,0.37121320104762645,0.7341772151893903,0.672782874617737,0.7163384157288069,0.672782874617737,0.6498380438605799,0.7434052757793765,0.7617085050580742
7 dias,0.8234847011090538,0.5069569772163653,0.825330549755937,0.8073394495412844,0.8074562449247568,0.8073394495412844,0.8073902714868575,0.8225352112676056,0.8848503129477414
15 dias,0.8875201599334307,0.4951819634284032,0.8900804289539237,0.8776758409785933,0.878726999429845,0.8776758409785933,0.8779046786910483,0.8888888888888888,0.9392835458409228
30 dias,0.9067839842550598,0.5022339822166294,0.9067850348758477,0.9051987767584098,0.9054688452924005,0.9051987767584098,0.9046134062202079,0.9219143576826196,0.9619796914967833
