Date,Close,High,Low,Open,Volume,agro_soja_close_lag_1d,agro_soja_close_lag_3d,agro_soja_close_lag_6d,agro_soja_close_lag_10d,agro_cambio_close_lag_1d,agro_cambio_close_lag_3d,agro_cambio_close_lag_6d,agro_cambio_close_lag_10d,target_3d,target_7d,target_15d,target_30d,OBV,FWMA,TEMA,HLC3,BB_upper,BB_middle,BB_lower
2018-03-02,7.57213830947876,7.684318029302832,7.521657301829152,7.61140107768841,86500,1057.5,1038.0,1032.0,1024.25,3.2448,3.2225,3.2676,3.2264,0,0,0,0,-67500,7.63462178653926,7.667027072792761,7.592704546870248,7.761218758182631,7.594293761253357,7.427368764324083
2018-03-05,7.628228187561035,7.628228187561034,7.549702118792833,7.572138062024451,32900,1060.75,1045.0,1036.25,1021.5,3.25,3.2485,3.2487,3.2282,0,0,0,0,-34600,7.632198590535904,7.658215465043067,7.602052831304968,7.763258238766079,7.599902725219726,7.436547211673373
2018-03-06,7.622618198394775,7.628227317291532,7.549701257482009,7.605791376619527,53900,1066.75,1057.5,1034.25,1026.5,3.2496,3.2448,3.2372,3.2331,0,0,0,0,-88500,7.62856327399279,7.64902789810076,7.600182257722771,7.7655719406575265,7.60298764705658,7.440403353455633
2018-03-07,7.57213830947876,7.6226193171283665,7.566529189758781,7.61140107768841,38900,1064.5,1060.75,1038.0,1034.25,3.241,3.25,3.2225,3.2543,0,0,0,0,-127400,7.607032021450948,7.624045581797342,7.5870956054553025,7.765606758253506,7.603268051147461,7.440929344041416
2018-03-08,7.516048908233643,7.62262005354866,7.516048908233643,7.566529920760214,26400,1055.0,1066.75,1045.0,1032.0,3.208,3.2496,3.2485,3.2676,0,0,0,0,-153800,7.572229302195458,7.585461508469612,7.5515726233386475,7.759690739072648,7.606072568893433,7.4524543987142176
2018-03-09,7.538484573364258,7.572138758765874,7.381432956292016,7.488004097634527,37800,1053.75,1064.5,1057.5,1036.25,3.2429,3.241,3.2448,3.2487,0,0,0,0,-116000,7.559333263981415,7.564416188750135,7.497352096140716,7.736620872122902,7.613083839416504,7.489546806710106
2018-03-12,7.538484573364258,7.572138758765874,7.499221802824979,7.510440042930561,14300,1029.25,1055.0,1060.75,1034.25,3.2661,3.208,3.25,3.2372,0,0,0,0,-116000,7.551346480000092,7.549008456214599,7.536615044985037,7.738161206100131,7.611401152610779,7.484641099121427
2018-03-13,7.459958553314209,7.488003616862383,7.370214777892129,7.465567673006863,34300,1033.25,1053.75,1066.75,1038.0,3.2561,3.2429,3.2496,3.2225,0,0,0,0,-150300,7.516389816334474,7.510585850937481,7.439392316022907,7.7487589280796705,7.605792164802551,7.462825401525432
2018-03-14,7.454349517822266,7.4992214060401565,7.358996621630471,7.465567757334289,27100,1040.5,1029.25,1064.5,1045.0,3.2603,3.2661,3.241,3.2485,0,0,0,0,-177400,7.4925714840028155,7.480563409806285,7.437522515164297,7.757451334356129,7.60130500793457,7.4451586815130115
2018-03-15,7.403867244720459,7.448739125270915,7.342168542692333,7.443130541388365,30300,1028.5,1033.25,1055.0,1057.5,3.2587,3.2561,3.208,3.2448,0,0,0,1,-207700,7.458575683481553,7.441470916560455,7.398258304227902,7.772211625120089,7.593171858787537,7.414132092454985
2018-03-16,7.375823497772217,7.448740450367046,7.3197339045635745,7.358996673301134,38200,1040.75,1040.5,1053.75,1060.75,3.2585,3.2603,3.2429,3.25,0,0,0,1,-245900,7.426833248525314,7.403663438438166,7.381432617567612,7.784731197099156,7.581392979621887,7.378054762144617
2018-03-19,7.3365607261657715,7.347778965752176,7.207554180412745,7.319733901701269,57000,1049.5,1028.5,1029.25,1066.75,3.2821,3.2587,3.2661,3.2496,0,0,0,0,-302900,7.392240822194314,7.363185056483658,7.297297957443564,7.800620087750447,7.569614100456238,7.338608113162028
2018-03-20,7.291688442230225,7.336560328312281,7.241207436659141,7.336560328312281,24100,1022.5,1040.75,1033.25,1064.5,3.2801,3.2585,3.2561,3.241,0,0,1,1,-327000,7.353700293972333,7.319006047628858,7.289818735733882,7.8162493556835395,7.554469799995422,7.2926902443073045
2018-03-21,7.280470371246338,7.31973367366043,7.235598484128878,7.291688610483246,20600,1028.25,1049.5,1040.5,1055.0,3.2841,3.2821,3.2603,3.208,0,0,1,1,-347600,7.325541504014578,7.284066193618692,7.2786008430118825,7.81969634769196,7.535679674148559,7.251663000605158
2018-03-22,7.291688442230225,7.319733504760279,7.2355983171701155,7.319733504760279,17000,1029.75,1022.5,1028.5,1053.75,3.3087,3.2801,3.2587,3.2429,0,0,0,1,-330600,7.312514531926741,7.2641159112438025,7.28234008805354,7.8000449398684895,7.513243651390075,7.226442362911661
2018-03-23,7.269253253936768,7.280470959164448,7.246817308566273,7.246817308566273,10400,1029.75,1028.25,1040.75,1029.25,3.2727,3.2841,3.2585,3.2661,0,1,0,1,-341000,7.295852822174165,7.24375695913638,7.26551384055583,7.782726865736689,7.49136860370636,7.200010341676031
2018-03-26,7.235598087310791,7.269252268260751,7.196335321965054,7.269252268260751,29000,1028.25,1029.75,1049.5,1033.25,3.3141,3.3087,3.2821,3.2561,1,1,1,1,-370000,7.272682739803322,7.219175336138827,7.233728559178865,7.766766054951331,7.468932628631592,7.1710992023118525
2018-03-27,7.235598087310791,7.291688210589038,7.201944441275891,7.263643148949915,26000,1025.5,1029.75,1022.5,1040.5,3.3145,3.2727,3.2801,3.2603,1,1,1,1,-370000,7.258375654355991,7.203189831421012,7.243076913058573,7.754591175521773,7.44930112361908,7.1440110717163865
2018-03-28,7.241207599639893,7.297297725962444,7.190726592932613,7.190726592932613,22900,1019.5,1028.25,1028.25,1028.5,3.3103,3.3141,3.2841,3.2587,1,1,1,1,-347100,7.251708667611979,7.195611605578781,7.243077306178317,7.7248429015891045,7.427145624160767,7.129448346732429
2018-03-29,7.291688442230225,7.308515265782226,7.218771493618113,7.241207436659141,41900,1018.0,1025.5,1029.75,1040.75,3.3229,3.3145,3.3087,3.2585,1,0,1,1,-305200,7.266897341300702,7.209916868847653,7.272991733876855,7.686339175410048,7.407794666290283,7.129250157170519
2018-04-02,7.263644218444824,7.291689284213287,7.151464490286108,7.263644218444824,30600,1044.75,1019.5,1029.75,1049.5,3.3035,3.3229,3.3141,3.2801,1,1,1,1,-335800,7.2655266767583075,7.213011010629788,7.235599330981407,7.666730671393481,7.392369961738586,7.1180092520836915
2018-04-03,7.286079406738281,7.39825912323668,7.246816639692613,7.319733589145343,26700,1035.5,1018.0,1028.25,1022.5,3.302,3.3193,3.3145,3.2841,1,1,1,1,-309100,7.273314300463602,7.225033237517689,7.310385056555858,7.629641367913683,7.375262522697449,7.120883677481215
2018-04-04,7.342170715332031,7.403869435617576,7.207555033846207,7.291689701046055,114900,1038.0,1044.75,1025.5,1028.25,3.3094,3.3035,3.3103,3.3087,0,0,1,1,-194200,7.299562111829406,7.255265244469419,7.317865061598606,7.587581080545739,7.3612401485443115,7.134899216542884
2018-04-05,7.347778797149658,7.3758233256419485,7.302906909663881,7.3758233256419485,34600,1015.25,1035.5,1019.5,1029.75,3.3394,3.302,3.3229,3.2727,0,0,1,1,-159600,7.317953398938594,7.281193196574968,7.342169677485162,7.553429903091354,7.350022172927856,7.146614442764358
2018-04-06,7.3365607261657715,7.375823494887977,7.297297957443564,7.375823494887977,22200,1031.25,1038.0,1018.0,1029.75,3.3277,3.3094,3.3193,3.3141,0,0,1,1,-181800,7.32504136277019,7.297616855222778,7.3365607261657715,7.528852466762211,7.341047763824463,7.153243060886715
2018-04-09,7.286079406738281,7.375823179937,7.286079406738281,7.291688526291972,27000,1033.75,1015.25,1044.75,1028.25,3.3416,3.3394,3.3035,3.3145,1,1,1,1,-208800,7.310131261121429,7.292898371030505,7.315993997804521,7.492834054683256,7.328427505493164,7.164020956303072
2018-04-10,7.286079406738281,7.314124469591651,7.258034343884911,7.291688526291972,18600,1047.0,1031.25,1035.5,1025.5,3.3675,3.3277,3.302,3.3103,1,1,1,1,-208800,7.300938310294315,7.289797086770975,7.286079406738281,7.447895064861743,7.315807247161866,7.183719429461989
2018-04-11,7.3197340965271,7.375823691206718,7.235598902134993,7.291689031729731,68900,1050.0,1033.75,1038.0,1019.5,3.421,3.3416,3.3094,3.3229,0,1,0,1,-139900,7.308134638513561,7.299637160141606,7.3103855632896035,7.422236791332248,7.308796024322509,7.195355257312771
2018-04-12,7.291688442230225,7.403868157435366,7.291688442230225,7.403868157435366,61100,1047.75,1047.0,1015.25,1018.0,3.4073,3.3675,3.3394,3.3193,0,1,1,1,-201000,7.30185425112262,7.297570723871991,7.329081680631938,7.39117119036534,7.300662970542907,7.210154750720474
2018-04-13,7.291688442230225,7.375823094905312,7.246816556148167,7.246816556148167,54800,1060.75,1050.0,1031.25,1044.75,3.3731,3.421,3.3277,3.3035,1,1,1,1,-201000,7.2979688296211656,7.29626622214237,7.304776031094568,7.371433926611577,7.295054030418396,7.218674134225215
2018-04-16,7.151464462280273,7.330952026631327,7.151464462280273,7.291689255658318,60700,1054.25,1047.75,1033.75,1035.5,3.411,3.4073,3.3416,3.302,1,1,1,1,-261700,7.2419815663150064,7.246566887182439,7.211293650397291,7.374782423679488,7.283836078643799,7.19288973360811
2018-04-17,7.263644218444824,7.269253338581544,7.157073610422829,7.157073610422829,162600,1042.0,1060.75,1047.0,1038.0,3.4243,3.3731,3.3675,3.3094,1,1,1,1,-99100,7.250258657076295,7.248838305217555,7.229990389149733,7.368030252376943,7.280190253257752,7.19235025413856
2018-04-18,7.308515071868896,7.342169252995047,7.179508536534621,7.185117655874824,63300,1046.0,1054.25,1050.0,1015.25,3.4161,3.411,3.421,3.3394,1,1,1,1,-35800,7.2725520748153905,7.2668232852262715,7.276730953799522,7.369654132769239,7.281031584739685,7.1924090367101305
2018-04-19,7.347778797149658,7.347778797149657,7.2355985435201235,7.3085154944132835,18100,1041.75,1042.0,1047.75,1031.25,3.4058,3.4243,3.4073,3.3277,0,1,1,1,-17700,7.301302518128865,7.294485395971711,7.310385379273146,7.377907090248129,7.284397006034851,7.190886921821573
2018-04-20,7.342170715332031,7.358997541788968,7.280471460131318,7.280471460131318,25000,1037.25,1046.0,1060.75,1033.75,3.3771,3.4161,3.3731,3.3416,1,0,1,1,-42700,7.316940974028551,7.3134751154460105,7.327213239084106,7.3839201524955,7.286921119689941,7.1899220868843825
2018-04-23,7.431912899017334,7.454348841089463,7.274861304512428,7.33656001148202,40400,1028.75,1041.75,1054.25,1047.0,3.3827,3.4058,3.411,3.3675,0,0,1,0,-2300,7.360925088789593,7.358972951817184,7.387041014873074,7.411202295232707,7.29505410194397,7.178905908655233
2018-04-24,7.347778797149658,7.443131691785706,7.347778797149657,7.4038683890493315,17000,1020.75,1037.25,1042.0,1050.0,3.4137,3.3771,3.4243,3.421,1,0,1,0,-19300,7.355907767104329,7.363360169218923,7.379563095361674,7.41554986750707,7.300663137435913,7.185776407364757
2018-04-25,7.403867244720459,7.431912303793246,7.330950305097214,7.347777661489893,33500,1022.25,1028.75,1046.0,1047.75,3.4489,3.3827,3.4161,3.4073,1,0,1,0,14200,7.374247389439395,7.3855903454431555,7.388909951203639,7.428458305173661,7.309076595306396,7.189694885439132
2018-04-26,7.392650127410889,7.437522011514425,7.353386827634004,7.409476950220951,22000,1027.5,1020.75,1041.75,1060.75,3.4715,3.4137,3.4058,3.3731,0,1,1,1,-7800,7.3812956094258215,7.3976320762745065,7.3945196555197725,7.437111476651959,7.316648721694946,7.196185966737934
2018-04-27,7.443132400512695,7.493612877554571,7.375824027959908,7.426305039916927,44300,1028.0,1022.25,1037.25,1054.25,3.4809,3.4489,3.3771,3.411,0,1,1,1,36500,7.4049608388246915,7.423434862125234,7.437523102009059,7.4565338657533164,7.32422091960907,7.191907973464824
2018-04-30,7.471175670623779,7.499220731967888,7.431912905691059,7.459957967035168,18800,1045.0,1027.5,1028.75,1042.0,3.4742,3.4715,3.3827,3.4243,0,1,1,1,55300,7.43034888087615,7.451609472737678,7.467436436094242,7.4789141007360405,7.334597492218018,7.190280883699995
2018-05-02,7.330950736999512,7.465566921496793,7.330950736999512,7.426303622515691,30700,1042.5,1045.0,1022.25,1041.75,3.5058,3.4742,3.4489,3.4058,1,1,1,1,24600,7.39235993718037,7.42263621512556,7.375822798498606,7.479365825914463,7.336841058731079,7.194316291547696
2018-05-03,7.314125061035156,7.37582377636966,7.224381280579468,7.37582377636966,52300,1032.75,1037.75,1027.5,1037.25,3.5061,3.4581,3.4715,3.3771,1,1,1,1,-27700,7.362517709906154,7.393909387244707,7.304776705994762,7.4782942439135835,7.335438776016235,7.192583308118887
2018-05-04,7.347778797149658,7.347778797149657,7.263643606927507,7.263643606927507,23800,1043.25,1042.5,1028.0,1028.75,3.5496,3.5058,3.4809,3.3827,1,1,1,1,-3900,7.356857648485814,7.3833513498388506,7.319733733742274,7.4782942439135835,7.335438776016235,7.192583308118887
2018-05-07,7.403867244720459,7.482393303141262,7.375822185647671,7.375822185647671,56700,1027.25,1032.75,1045.0,1020.75,3.5266,3.5061,3.4742,3.4137,1,1,0,1,52800,7.374941328234412,7.394515111901117,7.420694244503131,7.484905141638298,7.338804101943969,7.192703062249641
2018-05-08,7.661881923675537,7.661881923675537,7.403868306066598,7.544093086616781,194800,1002.25,1043.25,1037.75,1022.25,3.5255,3.5496,3.4581,3.4489,0,0,0,0,247600,7.484692222931805,7.492503869367264,7.575877384472558,7.560690885812178,7.357594227790832,7.154497569769486
2018-05-09,7.5833563804626465,7.661881915137589,7.5833563804626465,7.645055091266542,74600,1011.25,1027.25,1042.5,1027.5,3.5492,3.5266,3.5058,3.4715,0,0,0,0,173000,7.5225104487691885,7.537725044239959,7.609531558687627,7.596001172223632,7.37245807647705,7.148914980730469
2018-05-10,7.57213830947876,7.633837021653225,7.431913525969893,7.600183373163552,170000,1007.25,1002.25,1032.75,1028.0,3.5619,3.5255,3.5061,3.4809,0,0,0,0,3000,7.541527635910931,7.566184267187234,7.545962952367293,7.6240549133412445,7.385078287124633,7.146101660908022
2018-05-11,7.566530227661133,7.566530227661133,7.448741371959962,7.493613266044678,26400,1013.25,1011.25,1043.25,1045.0,3.5903,3.5492,3.5496,3.4742,1,1,0,1,-23400,7.551204400904037,7.583776264946756,7.527267275760742,7.646630968610227,7.398820376396179,7.151009784182131
2018-05-14,7.482395172119141,7.52726706387785,7.4655683464384115,7.51044023819712,38800,994.75,1007.25,1027.25,1037.75,3.5495,3.5619,3.5266,3.4581,1,1,0,1,-62200,7.52491172186985,7.565717047851836,7.491743527478467,7.653470924462981,7.408355712890625,7.163240501318269
2018-05-15,7.459958553314209,7.572138272591809,7.319733770488435,7.403868426217861,48200,1013.0,1013.25,1002.25,1042.5,3.6029,3.5903,3.5255,3.5058,1,1,0,1,-110400,7.500160343023149,7.542576949847247,7.4506101987981515,7.637665913751495,7.423780417442321,7.209894921133148
2018-05-16,7.617010116577148,7.617010116577148,7.471176214895885,7.50483039794352,138700,1018.75,994.75,1011.25,1032.75,3.6216,3.5495,3.5492,3.5061,0,0,0,0,28300,7.544872831863032,7.57861575748233,7.568398816016727,7.658000161334589,7.441448712348938,7.224897263363288
2018-05-17,7.516048908233643,7.617010933286785,7.375824111177678,7.617010933286785,84200,999.75,1013.0,1007.25,1043.25,3.6487,3.6029,3.5619,3.5496,1,0,0,1,-55900,7.533910982023629,7.569093159942202,7.502961317566036,7.6613307562241335,7.451825404167176,7.242320052110218
2018-05-18,7.488004207611084,7.488004207611084,7.330952053317083,7.482395087475911,86200,995.0,1018.75,1013.25,1027.25,3.6744,3.6216,3.5903,3.5266,1,1,1,1,-142100,7.516412935198925,7.550793363213908,7.435653489513084,7.662998318939546,7.458836674690247,7.254675030440947
2018-05-21,7.448740005493164,7.510439249727337,7.387041296174063,7.510439249727337,42200,998.5,999.75,994.75,1002.25,3.6951,3.6487,3.5495,3.5255,1,1,1,1,-184300,7.490534980205203,7.522241549637793,7.448740183798189,7.660935128695992,7.464165139198303,7.267395149700614
2018-05-22,7.667490482330322,7.667490482330323,7.39265006093867,7.459957886488765,58400,1025.25,995.0,1013.0,1011.25,3.7384,3.6744,3.6029,3.5492,0,0,0,0,-125900,7.558235094465058,7.576377963238091,7.575877008533105,7.691857590213994,7.475944018363952,7.260030446513911
2018-05-23,7.667490482330322,7.667490482330323,7.527265712038861,7.656272243947783,56700,1030.5,998.5,1018.75,1007.25,3.6757,3.6951,3.6216,3.5619,0,0,0,0,-125900,7.6001316862706,7.616204326443123,7.620748892233169,7.7151083748473654,7.491929602622986,7.268750830398607
2018-05-24,7.57213830947876,7.600183373163552,7.465567709374665,7.560920070038803,47200,1039.25,1025.25,999.75,1013.25,3.646,3.7384,3.6487,3.5903,0,0,0,1,-173100,7.589494089567637,7.611620237898208,7.545963130672326,7.722227113668812,7.500343155860901,7.27845919805299
2018-05-25,7.544092655181885,7.544092655181886,7.398258763370088,7.516047593692685,44600,1035.75,1030.5,995.0,994.75,3.6256,3.6757,3.6744,3.5495,1,0,1,1,-217700,7.572280112918444,7.597114814570819,7.495481357911285,7.724600267925411,7.507915282249451,7.291230296573491
2018-05-29,7.403867244720459,7.488002421938822,7.330950305097214,7.431912303793246,82800,1041.5,1039.25,998.5,1013.0,3.6262,3.6256,3.7384,3.6216,1,0,1,1,-300500,7.507833250154104,7.536212442966974,7.407606657252164,7.725796899940689,7.505952024459839,7.2861071489789895
2018-05-30,7.560919761657715,7.560919761657715,7.358996274210072,7.403868160309548,114900,1030.5,1035.75,1025.25,1018.75,3.7342,3.6481,3.6757,3.6487,0,0,1,1,-185600,7.528101921081543,7.5447001641494005,7.4936119325085,7.7309578814317845,7.510439229011536,7.289920576591287
2018-06-01,7.57213830947876,7.673100324777974,7.459958589654686,7.549702365513944,118100,1018.5,1030.5,1039.25,995.0,3.7221,3.7342,3.6256,3.6951,0,0,0,1,-67500,7.544917780293895,7.5547144042996415,7.5683990746371395,7.727523559554568,7.522498607635498,7.317473655716428
2018-06-04,7.499221324920654,7.628228403337941,7.499221324920654,7.566529156519419,69700,1021.25,1023.0,1035.75,998.5,3.722,3.7241,3.6481,3.7384,0,1,1,1,-137200,7.5274424267588955,7.536455756369614,7.542223684393083,7.712440188144339,7.531753420829773,7.351066653515207
2018-06-05,7.516048908233643,7.538484854365992,7.454350190098473,7.538484854365992,141200,1001.75,1018.5,1041.5,1025.25,3.7616,3.7221,3.6262,3.6757,0,1,1,1,4000,7.523062489821026,7.528372433826615,7.502961317566036,7.699151096721925,7.540166926383972,7.3811827560460195
2018-06-06,7.465567588806152,7.516048060725404,7.342169631534992,7.516048060725404,109900,1001.25,1021.25,1030.5,1030.5,3.7445,3.722,3.7342,3.646,0,1,1,1,-105900,7.501161295792151,7.504600845447369,7.441261760355516,7.6932399794677435,7.543251943588257,7.3932639077087705
2018-06-07,7.358996391296387,7.482394347490825,7.252425793843294,7.482394347490825,138300,994.25,1001.75,1023.0,1039.25,3.8043,3.7616,3.7241,3.6256,1,1,1,1,-244200,7.446726660699438,7.44964891384791,7.364605510876835,7.688467791883476,7.5281076669693,7.367747542055123
2018-06-08,7.274861335754394,7.375822808055029,7.26925221648351,7.353386865886549,99200,974.25,1001.25,1018.5,1035.75,3.8434,3.7445,3.7221,3.6481,1,1,1,1,-343400,7.381000063240407,7.3795075841428295,7.306645453430978,7.706519976095657,7.512682914733887,7.318845853372117
2018-06-11,7.291688442230225,7.39825903794634,7.241207436659141,7.291688442230225,54400,969.25,994.25,1021.25,1041.5,3.9007,3.8043,3.722,3.6262,1,1,1,1,-289000,7.346777214723474,7.333790010939852,7.310384972278569,7.713794082007382,7.49866042137146,7.283526760735537
2018-06-12,7.532876491546631,7.560921023854163,7.325343849962937,7.325343849962937,177400,953.75,974.25,1001.75,1030.5,3.7049,3.8434,3.7616,3.7342,0,1,1,1,-111600,7.417931147569575,7.38522108917953,7.47304712178791,7.710395849942999,7.496977734565735,7.283559619188471
2018-06-13,7.521656990051269,7.538483813598623,7.459958280434258,7.459958280434258,28100,954.0,969.25,1001.25,1023.0,3.7088,3.9007,3.7445,3.7241,0,1,1,1,-139700,7.457518080427002,7.421363538926991,7.506699694694717,7.712516389247677,7.498940825462341,7.285365261677006
2018-06-14,7.532876491546631,7.555312438341756,7.504831424323934,7.54409419748661,24800,936.0,953.75,994.25,1018.5,3.715,3.7049,3.8043,3.7221,1,0,1,1,-114900,7.486211962438742,7.453321993513212,7.53100678473744,7.715849662364908,7.502586722373962,7.289323782383017
2018-06-15,7.516048908233643,7.538484854365992,7.465568430622222,7.538484854365992,45100,927.25,954.0,974.25,1021.25,3.7188,3.7088,3.8434,3.722,1,1,1,1,-160000,7.497612008216656,7.47194816495986,7.506700731073952,7.704070931132764,7.497538661956787,7.291006392780809
2018-06-18,7.488004207611084,7.532876098862188,7.409478130464084,7.459959141850359,22900,905.5,936.0,969.25,1001.75,3.804,3.715,3.9007,3.7616,1,1,1,1,-182900,7.493869002885799,7.4763620697153295,7.476786145645785,7.702520304224831,7.496136426925659,7.289752549626487
2018-06-19,7.57213830947876,7.61140107768841,7.415086701725057,7.415086701725057,116700,908.5,927.25,953.75,1001.25,3.7287,3.7188,3.7049,3.7445,0,1,1,1,-66200,7.523859249409023,7.509129220466093,7.532875362964076,7.709441030847479,7.500343132019043,7.291245233190606
2018-06-20,7.622618198394775,7.628227317291532,7.5609189603605,7.572137198154012,98800,889.0,905.5,954.0,994.25,3.7462,3.804,3.7088,3.8043,0,0,1,1,32600,7.56161985726192,7.551252125673131,7.603921492015602,7.723491454211689,7.509037041664124,7.294582629116559
2018-06-21,7.605792045593262,7.628227988238637,7.572137864167664,7.600182926203151,75900,889.5,908.5,936.0,974.25,3.745,3.7287,3.715,3.8434,1,0,1,1,-43300,7.578486636008984,7.576548230674893,7.6020526326665205,7.7124362237710224,7.5059521198272705,7.299468015883519
2018-06-22,7.527266979217529,7.628229001996662,7.375823945048832,7.617010761725585,64800,880.5,889.0,927.25,969.25,3.7691,3.7462,3.7188,3.9007,1,1,1,1,-108100,7.558935108339568,7.567377994935382,7.510439975421008,7.691374694715806,7.498940944671631,7.306507194627455
2018-06-25,7.521656990051269,7.583356234583357,7.504830166503917,7.583356234583357,41100,894.5,889.5,905.5,953.75,3.7651,3.745,3.804,3.7049,1,1,1,1,-149200,7.544701954897711,7.557756301416344,7.536614463712848,7.686112923696195,7.4964168787002565,7.306720833704318
2018-06-26,7.628228187561035,7.656272715414246,7.516047936487867,7.544092999256159,46900,874.5,880.5,908.5,954.0,3.7863,3.7691,3.7287,3.7088,0,0,1,1,-102300,7.576643642015437,7.58710548498936,7.600182946487716,7.698333757903653,7.500623655319214,7.3029135527347755
2018-06-27,8.01524829864502,8.076947008469194,7.611400787747036,7.650664089376128,186100,867.25,894.5,889.0,936.0,3.7751,3.7651,3.7462,3.715,0,0,0,0,83800,7.744429748392008,7.743560217915817,7.901198698287083,7.829419567275697,7.531192708015442,7.232965848755186
2018-06-28,7.577747344970703,8.076947226367906,7.516048098566938,7.964767507790731,852500,867.5,874.5,889.5,927.25,3.7958,3.7863,3.745,3.7188,0,1,1,1,-768700,7.6808479857493115,7.706815337303874,7.723580889968516,7.830708689611615,7.532034087181091,7.233359484750567
2018-06-29,7.600183010101318,7.617009833542335,7.336560279921733,7.516047823066095,495400,861.25,867.25,880.5,905.5,3.8601,3.7751,3.7691,3.804,0,1,1,1,-273300,7.650214636785263,7.685059862940062,7.517917707855129,7.833165169124272,7.53343632221222,7.233707475300167
2018-07-02,7.577747344970703,7.622619232401574,7.527266337882202,7.572138225313072,45000,858.5,867.5,894.5,908.5,3.8595,3.7958,3.7651,3.7287,0,1,1,1,-318300,7.622550891330711,7.659346353178865,7.575877638418159,7.837261570000514,7.5373626232147215,7.237463676428929
2018-07-03,7.566530227661133,7.6001844156822544,7.488004680470467,7.577748468639897,82700,848.5,861.25,874.5,889.0,3.8756,3.8601,3.7863,3.7462,1,1,1,1,-401000,7.601167700595353,7.6349378567565855,7.551573107937951,7.839880058715498,7.539886689186096,7.2398933196566935
2018-07-05,7.566530227661133,7.6001844156822544,7.5216583335764176,7.5216583335764176,95400,844.0,858.5,867.25,889.5,3.8963,3.8756,3.7958,3.7691,1,1,1,1,-401000,7.587958928779463,7.615772916967789,7.562790992306602,7.843054535728474,7.544934821128845,7.246815106529216
2018-07-06,7.555312633514404,7.628229596210978,7.555312633514403,7.555312633514403,38200,835.5,848.5,867.5,880.5,3.911,3.9126,3.8601,3.7651,1,1,1,1,-439200,7.5754840509403065,7.596920533217459,7.579618287746595,7.839730993065324,7.554750633239746,7.269770273414169
