Horizonte,Accuracy,Precision,Recall,F1-Score,AUC-ROC
3 dias,0.7041420118343196,0.7051795866275504,0.7041420118343196,0.7042663567438877,0.7518237934904601
7 dias,0.8047337278106509,0.8057365657170915,0.8047337278106509,0.8045283645094876,0.8602240896358543
15 dias,0.8757396449704142,0.8758532769983893,0.8757396449704142,0.8757657821178348,0.9266273849607183
30 dias,0.9053254437869822,0.9058082385841582,0.9053254437869822,0.9054392997190437,0.9716312056737589
