Date,Close,High,Low,Open,Volume,Close_3d_fut,Close_7d_fut,Close_15d_fut,Close_30d_fut,dummy_period,period_1,period_2
2024-01-30,17.679243087768555,18.0419413481926,17.576942850693673,17.855943013490126,1902700,17.781543731689453,17.762943267822266,18.218639373779297,17.64204216003418,2,0.0,1.0
2024-01-31,17.762943267822266,18.06984221055021,17.62344407091475,17.66994321194108,1394100,17.762943267822266,17.855941772460938,18.014041900634766,17.632741928100586,2,0.0,1.0
2024-02-01,17.874540328979492,17.939641603996833,17.62344250636894,17.762941690892216,2467300,18.014041900634766,17.270044326782227,18.014041900634766,17.66994285583496,2,0.0,1.0
2024-02-02,17.781543731689453,17.9768422536698,17.688543675296106,17.855943422038425,1542300,18.172142028808597,17.409542083740234,18.283740997314453,17.846641540527344,2,0.0,1.0
2024-02-05,17.762943267822266,17.874541915816867,17.539744198004538,17.762943267822266,2082200,17.762943267822266,18.13494110107422,18.33953857421875,17.97684097290039,2,0.0,1.0
2024-02-06,18.014041900634766,18.209340410850785,17.642041697469796,17.76294229564694,2278100,17.855941772460938,17.837343215942383,18.283740997314453,18.27444076538086,2,0.0,1.0
2024-02-07,18.172142028808597,18.404641276216104,17.97684173859547,18.00474228686263,4184400,17.270044326782227,18.59993934631348,18.13494110107422,18.358139038085938,2,0.0,1.0
2024-02-08,17.762943267822266,18.17214244940236,17.697843760853996,18.17214244940236,1750700,17.409542083740234,18.293041229248047,17.93964385986328,18.19074058532715,2,0.0,1.0
2024-02-09,17.855941772460938,18.032639912073083,17.716440813844102,17.716440813844102,964700,18.13494110107422,18.218639373779297,18.004741668701172,18.218639373779297,2,0.0,1.0
2024-02-14,17.270044326782227,17.82804289190641,17.037545072466195,17.772243567542553,7544300,17.837343215942383,18.014041900634766,17.995441436767578,18.293041229248047,2,0.0,1.0
2024-02-15,17.409542083740234,17.688542230125705,17.223543759978313,17.288643261986405,2466800,18.59993934631348,18.014041900634766,17.8094425201416,18.395341873168945,2,0.0,1.0
2024-02-16,18.13494110107422,18.35814016330495,17.41884300110784,17.586242741238003,6842900,18.293041229248047,18.283740997314453,17.97684097290039,18.59993934631348,2,0.0,1.0
2024-02-19,17.837343215942383,18.2465424034453,17.651343101487814,18.18144112170621,1899100,18.218639373779297,18.33953857421875,17.716442108154297,18.432540893554688,2,0.0,1.0
2024-02-20,18.59993934631348,18.627839893911187,17.688542744062943,17.790841204264325,2526200,18.014041900634766,18.283740997314453,17.586244583129883,18.4139404296875,2,0.0,1.0
2024-02-21,18.293041229248047,18.525540481387026,18.190740990681768,18.423240242820743,2136700,18.014041900634766,18.13494110107422,17.511842727661133,18.097740173339844,2,0.0,1.0
2024-02-22,18.218639373779297,18.404639462911163,18.079140193844555,18.29303905466638,2129500,18.283740997314453,17.93964385986328,17.64204216003418,17.97684097290039,2,0.0,1.0
2024-02-23,18.014041900634766,18.29304027918006,17.865240755071717,18.209340410850785,1411900,18.33953857421875,18.004741668701172,17.632741928100586,18.03264045715332,2,0.0,1.0
2024-02-26,18.014041900634766,18.218640593312752,17.948940623400993,18.014041900634766,1128200,18.283740997314453,17.995441436767578,17.66994285583496,18.209341049194336,2,0.0,1.0
2024-02-27,18.283740997314453,18.395341418526694,18.014042787946686,18.144241801170537,1554400,18.13494110107422,17.8094425201416,17.846641540527344,18.23724174499512,2,0.0,1.0
2024-02-28,18.33953857421875,18.692938396206785,18.21863975543022,18.255838709738864,4485200,17.93964385986328,17.97684097290039,17.97684097290039,17.47464370727539,2,0.0,1.0
2024-02-29,18.283740997314453,18.395341418526694,18.144241801170537,18.33954032100632,1488200,18.004741668701172,17.716442108154297,18.27444076538086,17.204944610595703,2,0.0,1.0
2024-03-01,18.13494110107422,18.376740528614626,18.0419410483543,18.283740475894707,2377400,17.995441436767578,17.586244583129883,18.358139038085938,16.83294677734375,2,0.0,1.0
2024-03-04,17.93964385986328,18.13494238798851,17.818743250599347,18.13494238798851,4444500,17.8094425201416,17.511842727661133,18.19074058532715,16.83294677734375,2,0.0,1.0
2024-03-05,18.004741668701172,18.26513968160704,17.8652407059834,17.94894057408269,1986400,17.97684097290039,17.64204216003418,18.218639373779297,16.842247009277344,2,0.0,1.0
2024-03-06,17.995441436767578,18.16284117250572,17.893141204076837,18.023340210171654,2018900,17.716442108154297,17.632741928100586,18.293041229248047,16.953845977783203,2,0.0,1.0
2024-03-07,17.8094425201416,18.227941887307917,16.749246488424994,17.762943378824694,6645900,17.586244583129883,17.66994285583496,18.395341873168945,17.47464370727539,2,0.0,1.0
2024-03-08,17.97684097290039,18.116340160637453,17.809441238084553,17.865240558413696,2168700,17.511842727661133,17.846641540527344,18.59993934631348,17.511842727661133,2,0.0,1.0
2024-03-11,17.716442108154297,18.097740735552534,17.688543333455428,17.90244221734644,3157400,17.64204216003418,17.97684097290039,18.432540893554688,17.595542907714844,2,0.0,1.0
2024-03-12,17.586244583129883,17.818743852366214,17.55834403224321,17.781544891679303,2537300,17.632741928100586,18.27444076538086,18.4139404296875,17.55834197998047,2,0.0,1.0
2024-03-13,17.511842727661133,17.725741603253052,17.483942180216278,17.623443143612118,3403000,17.66994285583496,18.358139038085938,18.097740173339844,17.48394203186035,2,0.0,1.0
2024-03-14,17.64204216003418,17.716441847852206,17.35374359146789,17.483942601692316,2405600,17.846641540527344,18.19074058532715,17.97684097290039,17.418842315673828,2,0.0,1.0
2024-03-15,17.632741928100586,17.89314172165092,17.539743648959046,17.632741928100586,7562700,17.97684097290039,18.218639373779297,18.03264045715332,17.846641540527344,2,0.0,1.0
2024-03-18,17.66994285583496,17.800141867147573,17.58624298461157,17.725742178707723,5937000,18.27444076538086,18.293041229248047,18.209341049194336,17.753643035888672,2,0.0,1.0
2024-03-19,17.846641540527344,18.097739362914968,17.66064144544253,17.762941675122015,1915500,18.358139038085938,18.395341873168945,18.23724174499512,17.617490768432617,2,0.0,1.0
2024-03-20,17.97684097290039,18.0698410226679,17.735041553036226,17.939642017290435,1853500,18.19074058532715,18.59993934631348,17.47464370727539,17.802221298217773,2,0.0,1.0
2024-03-21,18.27444076538086,18.41393996115063,18.014042739631567,18.03264133159329,3513500,18.218639373779297,18.432540893554688,17.204944610595703,18.0744571685791,2,0.0,1.0
2024-03-22,18.358139038085938,18.39533976642516,18.172140717874893,18.27443917315104,2545700,18.293041229248047,18.4139404296875,16.83294677734375,18.181406021118164,2,0.0,1.0
2024-03-25,18.19074058532715,18.59063957390758,18.107040714515964,18.33953996147403,2236900,18.395341873168945,18.097740173339844,16.83294677734375,18.14251518249512,2,0.0,1.0
2024-03-26,18.218639373779297,18.29303905466638,18.088440375683977,18.190738828261026,2399300,18.59993934631348,17.97684097290039,16.842247009277344,17.98695182800293,2,0.0,1.0
2024-03-27,18.293041229248047,19.10213940717625,18.172142398620327,18.61854053700832,6183800,18.432540893554688,18.03264045715332,16.953845977783203,17.967506408691406,2,0.0,1.0
2024-03-28,18.395341873168945,18.739439780573107,18.13494206645692,18.348840957419355,2838700,18.4139404296875,18.209341049194336,17.47464370727539,17.918893814086914,2,0.0,1.0
2024-04-01,18.59993934631348,18.78593944930799,18.33023937435428,18.376740287017128,2439600,18.097740173339844,18.23724174499512,17.511842727661133,17.860557556152344,2,0.0,1.0
2024-04-02,18.432540893554688,18.674340334775135,18.28374151031573,18.59994064315566,2129400,17.97684097290039,17.47464370727539,17.595542907714844,17.880002975463867,2,0.0,1.0
2024-04-03,18.4139404296875,18.56273981213854,18.172142763575977,18.43254079595102,1602700,18.03264045715332,17.204944610595703,17.55834197998047,17.948060989379883,2,0.0,1.0
2024-04-04,18.097740173339844,18.553440249321262,17.958240982693578,18.50693933655354,2338600,18.209341049194336,16.83294677734375,17.48394203186035,17.89944839477539,2,0.0,1.0
2024-04-05,17.97684097290039,18.209340210404964,17.772242282474597,18.09773979591827,1969700,18.23724174499512,16.83294677734375,17.418842315673828,18.14251518249512,2,0.0,1.0
2024-04-08,18.03264045715332,18.181439828602617,17.95824077142867,18.05124082204159,1757500,17.47464370727539,16.842247009277344,17.846641540527344,17.996675491333008,2,0.0,1.0
2024-04-09,18.209341049194336,18.32094146882176,18.00474234934397,18.00474234934397,1900300,17.204944610595703,16.953845977783203,17.753643035888672,17.8508358001709,2,0.0,1.0
2024-04-10,18.23724174499512,18.544140684166003,18.15354187305501,18.339540208833075,3278000,16.83294677734375,17.47464370727539,17.617490768432617,17.909170150756836,2,0.0,1.0
2024-04-11,17.47464370727539,18.274439885639406,17.418842612590968,18.274439885639406,10414700,16.83294677734375,17.511842727661133,17.802221298217773,17.782777786254883,2,0.0,1.0
2024-04-12,17.204944610595703,17.474644593767056,17.111944555232185,17.418843496251835,3988600,16.842247009277344,17.595542907714844,18.0744571685791,17.802221298217773,2,0.0,1.0
