Horizonte,CV MAE,OOF R2,OOF MAE,Test R2,Test MAE,Test RMSE
3 dias,0.35671725244652114,0.9929197772882039,0.35670762074813894,0.9925021304057079,0.3704000943230169,0.5156604183347383
7 dias,0.38478976073189214,0.9914691286552478,0.3847848565223936,0.9932061543266276,0.3551521036259464,0.49199291055873445
15 dias,0.4104959994097608,0.9905551520624406,0.4104690589355823,0.9938117348038439,0.33915188019004716,0.4681961747133631
30 dias,0.4231595714843796,0.9887291812343998,0.4231454015882533,0.991386835522712,0.39108488154951004,0.5503721214333414
